domain,year,gender,variable,value
Math and Computing,1999,Male,inbreeding4,0.291666667
Math and Computing,1999,Female,inbreeding1,0.070422535
Math and Computing,1999,Female,inbreeding2,0.169014085
Math and Computing,1999,Female,inbreeding3,0.197183099
Math and Computing,1999,Female,inbreeding4,0.295774648
Math and Computing,2000,Male,inbreeding1,0.103448276
Math and Computing,2000,Male,inbreeding2,0.218390805
Math and Computing,2000,Male,inbreeding3,0.183908046
Math and Computing,2000,Male,inbreeding4,0.298850575
Math and Computing,2000,Female,inbreeding1,0.052631579
Math and Computing,2000,Female,inbreeding2,0.126315789
Math and Computing,2000,Female,inbreeding3,0.157894737
Math and Computing,2000,Female,inbreeding4,0.231578947
Math and Computing,2001,Male,inbreeding1,0.032258065
Math and Computing,2001,Male,inbreeding2,0.15483871
Math and Computing,2001,Male,inbreeding3,0.15483871
Math and Computing,2001,Male,inbreeding4,0.277419355
Math and Computing,2001,Female,inbreeding1,0.07751938
Math and Computing,2001,Female,inbreeding2,0.209302326
Math and Computing,2001,Female,inbreeding3,0.240310078
Math and Computing,2001,Female,inbreeding4,0.372093023
Math and Computing,2002,Male,inbreeding1,0.054644809
Math and Computing,2002,Male,inbreeding2,0.158469945
Math and Computing,2002,Male,inbreeding3,0.136612022
Math and Computing,2002,Male,inbreeding4,0.240437158
Math and Computing,2002,Female,inbreeding1,0.133333333
Math and Computing,2002,Female,inbreeding2,0.2
Math and Computing,2002,Female,inbreeding3,0.247619048
Math and Computing,2002,Female,inbreeding4,0.314285714
Math and Computing,2003,Male,inbreeding1,0.105263158
Math and Computing,2003,Male,inbreeding2,0.224880383
Math and Computing,2003,Male,inbreeding3,0.19138756
Math and Computing,2003,Male,inbreeding4,0.311004785
Math and Computing,2003,Female,inbreeding1,0.039215686
Math and Computing,2003,Female,inbreeding2,0.176470588
Math and Computing,2003,Female,inbreeding3,0.137254902
Math and Computing,2003,Female,inbreeding4,0.274509804
Math and Computing,2004,Male,inbreeding1,0.098130841
Math and Computing,2004,Male,inbreeding2,0.200934579
Math and Computing,2004,Male,inbreeding3,0.172897196
Math and Computing,2004,Male,inbreeding4,0.275700935
Math and Computing,2004,Female,inbreeding1,0.078947368
Math and Computing,2004,Female,inbreeding2,0.192982456
Math and Computing,2004,Female,inbreeding3,0.175438596
Math and Computing,2004,Female,inbreeding4,0.289473684
Math and Computing,2005,Male,inbreeding1,0.087866109
Math and Computing,2005,Male,inbreeding2,0.213389121
Math and Computing,2005,Male,inbreeding3,0.175732218
Math and Computing,2005,Male,inbreeding4,0.30125523
Math and Computing,2005,Female,inbreeding1,0.0859375
Math and Computing,2005,Female,inbreeding2,0.1796875
Math and Computing,2005,Female,inbreeding3,0.21875
Math and Computing,2005,Female,inbreeding4,0.3125
Math and Computing,2006,Male,inbreeding1,0.071661238
Math and Computing,2006,Male,inbreeding2,0.208469055
Math and Computing,2006,Male,inbreeding3,0.153094463
Math and Computing,2006,Male,inbreeding4,0.28990228
Math and Computing,2006,Female,inbreeding1,0.067901235
Math and Computing,2006,Female,inbreeding2,0.185185185
Math and Computing,2006,Female,inbreeding3,0.135802469
Math and Computing,2006,Female,inbreeding4,0.25308642
Math and Computing,2007,Male,inbreeding1,0.070110701
Math and Computing,2007,Male,inbreeding2,0.21402214
Math and Computing,2007,Male,inbreeding3,0.158671587
Math and Computing,2007,Male,inbreeding4,0.302583026
Math and Computing,2007,Female,inbreeding1,0.070588235
Math and Computing,2007,Female,inbreeding2,0.170588235
Math and Computing,2007,Female,inbreeding3,0.176470588
Math and Computing,2007,Female,inbreeding4,0.276470588
Math and Computing,2008,Male,inbreeding1,0.067340067
Math and Computing,2008,Male,inbreeding2,0.218855219
Math and Computing,2008,Male,inbreeding3,0.178451178
Math and Computing,2008,Male,inbreeding4,0.32996633
Math and Computing,2008,Female,inbreeding1,0.111111111
Math and Computing,2008,Female,inbreeding2,0.255555556
Math and Computing,2008,Female,inbreeding3,0.161111111
Math and Computing,2008,Female,inbreeding4,0.305555556
Math and Computing,2009,Male,inbreeding1,0.063583815
Math and Computing,2009,Male,inbreeding2,0.176300578
Math and Computing,2009,Male,inbreeding3,0.170520231
Math and Computing,2009,Male,inbreeding4,0.283236994
Math and Computing,2009,Female,inbreeding1,0.105990783
Math and Computing,2009,Female,inbreeding2,0.216589862
Math and Computing,2009,Female,inbreeding3,0.207373272
Math and Computing,2009,Female,inbreeding4,0.31797235
Math and Computing,2010,Male,inbreeding1,0.065753425
Math and Computing,2010,Male,inbreeding2,0.134246575
Math and Computing,2010,Male,inbreeding3,0.180821918
Math and Computing,2010,Male,inbreeding4,0.249315068
Math and Computing,2010,Female,inbreeding1,0.092896175
Math and Computing,2010,Female,inbreeding2,0.174863388
Math and Computing,2010,Female,inbreeding3,0.180327869
Math and Computing,2010,Female,inbreeding4,0.262295082
Math and Computing,2011,Male,inbreeding1,0.081151832
Math and Computing,2011,Male,inbreeding2,0.193717277
Math and Computing,2011,Male,inbreeding3,0.172774869
Math and Computing,2011,Male,inbreeding4,0.285340314
Math and Computing,2011,Female,inbreeding1,0.060869565
Math and Computing,2011,Female,inbreeding2,0.160869565
Math and Computing,2011,Female,inbreeding3,0.191304348
Math and Computing,2011,Female,inbreeding4,0.291304348
Math and Computing,2012,Male,inbreeding1,0.091954023
Math and Computing,2012,Male,inbreeding2,0.218390805
Math and Computing,2012,Male,inbreeding3,0.204597701
Math and Computing,2012,Male,inbreeding4,0.331034483
Math and Computing,2012,Female,inbreeding1,0.102222222
Math and Computing,2012,Female,inbreeding2,0.2
Math and Computing,2012,Female,inbreeding3,0.182222222
Math and Computing,2012,Female,inbreeding4,0.28
Math and Computing,2013,Male,inbreeding1,0.087640449
Math and Computing,2013,Male,inbreeding2,0.166292135
Math and Computing,2013,Male,inbreeding3,0.168539326
Math and Computing,2013,Male,inbreeding4,0.247191011
Math and Computing,2013,Female,inbreeding1,0.094890511
Math and Computing,2013,Female,inbreeding2,0.178832117
Math and Computing,2013,Female,inbreeding3,0.193430657
Math and Computing,2013,Female,inbreeding4,0.277372263
Math and Computing,2014,Male,inbreeding1,0.077731092
Math and Computing,2014,Male,inbreeding2,0.195378151
Math and Computing,2014,Male,inbreeding3,0.174369748
Math and Computing,2014,Male,inbreeding4,0.292016807
Math and Computing,2014,Female,inbreeding1,0.093959732
Math and Computing,2014,Female,inbreeding2,0.17114094
Math and Computing,2014,Female,inbreeding3,0.22147651
Math and Computing,2014,Female,inbreeding4,0.298657718
Math and Computing,2015,Male,inbreeding1,0.068322981
Math and Computing,2015,Male,inbreeding2,0.155279503
Math and Computing,2015,Male,inbreeding3,0.163561077
Math and Computing,2015,Male,inbreeding4,0.250517598
Math and Computing,2015,Female,inbreeding1,0.086142322
Math and Computing,2015,Female,inbreeding2,0.202247191
Math and Computing,2015,Female,inbreeding3,0.194756554
Math and Computing,2015,Female,inbreeding4,0.310861423
Math and Computing,2016,Male,inbreeding1,0.091451292
Math and Computing,2016,Male,inbreeding2,0.198807157
Math and Computing,2016,Male,inbreeding3,0.186878728
Math and Computing,2016,Male,inbreeding4,0.294234592
Math and Computing,2016,Female,inbreeding1,0.061688312
Math and Computing,2016,Female,inbreeding2,0.155844156
Math and Computing,2016,Female,inbreeding3,0.175324675
Math and Computing,2016,Female,inbreeding4,0.269480519
Math and Computing,2017,Male,inbreeding1,0.07456979
Math and Computing,2017,Male,inbreeding2,0.175908222
Math and Computing,2017,Male,inbreeding3,0.202676864
Math and Computing,2017,Male,inbreeding4,0.304015296
Math and Computing,2017,Female,inbreeding1,0.089965398
Math and Computing,2017,Female,inbreeding2,0.193771626
Math and Computing,2017,Female,inbreeding3,0.214532872
Math and Computing,2017,Female,inbreeding4,0.3183391
Math and Computing,2018,Male,inbreeding1,0.113172542
Math and Computing,2018,Male,inbreeding2,0.189239332
Math and Computing,2018,Male,inbreeding3,0.211502783
Math and Computing,2018,Male,inbreeding4,0.287569573
Math and Computing,2018,Female,inbreeding1,0.106824926
Math and Computing,2018,Female,inbreeding2,0.18694362
Math and Computing,2018,Female,inbreeding3,0.213649852
Math and Computing,2018,Female,inbreeding4,0.293768546
Math and Computing,2019,Male,inbreeding1,0.079303675
Math and Computing,2019,Male,inbreeding2,0.121856867
Math and Computing,2019,Male,inbreeding3,0.212765957
Math and Computing,2019,Male,inbreeding4,0.255319149
Math and Computing,2019,Female,inbreeding1,0.084558824
Math and Computing,2019,Female,inbreeding2,0.132352941
Math and Computing,2019,Female,inbreeding3,0.213235294
Math and Computing,2019,Female,inbreeding4,0.261029412
Math and Computing,2020,Male,inbreeding1,0.079710145
Math and Computing,2020,Male,inbreeding2,0.123188406
Math and Computing,2020,Male,inbreeding3,0.210144928
Math and Computing,2020,Male,inbreeding4,0.253623188
Math and Computing,2020,Female,inbreeding1,0.094339623
Math and Computing,2020,Female,inbreeding2,0.158490566
Math and Computing,2020,Female,inbreeding3,0.230188679
Math and Computing,2020,Female,inbreeding4,0.294339623
Math and Computing,2021,Male,inbreeding1,0.061381074
Math and Computing,2021,Male,inbreeding2,0.115089514
Math and Computing,2021,Male,inbreeding3,0.179028133
Math and Computing,2021,Male,inbreeding4,0.232736573
Math and Computing,2021,Female,inbreeding1,0.080851064
Math and Computing,2021,Female,inbreeding2,0.127659574
Math and Computing,2021,Female,inbreeding3,0.174468085
Math and Computing,2021,Female,inbreeding4,0.221276596
Math and Computing,2022,Male,inbreeding1,0.098591549
Math and Computing,2022,Male,inbreeding2,0.133802817
Math and Computing,2022,Male,inbreeding3,0.281690141
Math and Computing,2022,Male,inbreeding4,0.316901408
Math and Computing,2022,Female,inbreeding1,0.134146341
Math and Computing,2022,Female,inbreeding2,0.219512195
Math and Computing,2022,Female,inbreeding3,0.292682927
Math and Computing,2022,Female,inbreeding4,0.37804878
Medicine and Health,1975,Male,inbreeding1,0.094339623
Medicine and Health,1975,Male,inbreeding2,0.150943396
Medicine and Health,1975,Male,inbreeding3,0.188679245
Medicine and Health,1975,Male,inbreeding4,0.245283019
Medicine and Health,1975,Female,inbreeding1,0.133333333
Medicine and Health,1975,Female,inbreeding2,0.3
Medicine and Health,1975,Female,inbreeding3,0.266666667
Medicine and Health,1975,Female,inbreeding4,0.433333333
Medicine and Health,1976,Male,inbreeding1,0.075949367
Medicine and Health,1976,Male,inbreeding2,0.17721519
Medicine and Health,1976,Male,inbreeding3,0.113924051
Medicine and Health,1976,Male,inbreeding4,0.215189873
Medicine and Health,1976,Female,inbreeding1,0.034482759
Medicine and Health,1976,Female,inbreeding2,0.068965517
Medicine and Health,1976,Female,inbreeding3,0.206896552
Medicine and Health,1976,Female,inbreeding4,0.24137931
Medicine and Health,1977,Male,inbreeding1,0.096774194
Medicine and Health,1977,Male,inbreeding2,0.193548387
Medicine and Health,1977,Male,inbreeding3,0.150537634
Medicine and Health,1977,Male,inbreeding4,0.247311828
Medicine and Health,1977,Female,inbreeding1,0.2
Medicine and Health,1977,Female,inbreeding2,0.28
Medicine and Health,1977,Female,inbreeding3,0.28
Medicine and Health,1977,Female,inbreeding4,0.36
Medicine and Health,1978,Male,inbreeding1,0.059405941
Medicine and Health,1978,Male,inbreeding2,0.099009901
Medicine and Health,1978,Male,inbreeding3,0.188118812
Medicine and Health,1978,Male,inbreeding4,0.227722772
Medicine and Health,1978,Female,inbreeding1,0.095238095
Medicine and Health,1978,Female,inbreeding2,0.238095238
Medicine and Health,1978,Female,inbreeding3,0.19047619
Medicine and Health,1978,Female,inbreeding4,0.333333333
Medicine and Health,1979,Male,inbreeding1,0.064814815
Medicine and Health,1979,Male,inbreeding2,0.138888889
Medicine and Health,1979,Male,inbreeding3,0.166666667
Medicine and Health,1979,Male,inbreeding4,0.240740741
Medicine and Health,1979,Female,inbreeding1,0.155172414
Medicine and Health,1979,Female,inbreeding2,0.293103448
Medicine and Health,1979,Female,inbreeding3,0.293103448
Medicine and Health,1979,Female,inbreeding4,0.431034483
Medicine and Health,1980,Male,inbreeding1,0.08
Medicine and Health,1980,Male,inbreeding2,0.126666667
Medicine and Health,1980,Male,inbreeding3,0.2
Medicine and Health,1980,Male,inbreeding4,0.246666667
Medicine and Health,1980,Female,inbreeding1,0.1
Medicine and Health,1980,Female,inbreeding2,0.183333333
Medicine and Health,1980,Female,inbreeding3,0.216666667
Medicine and Health,1980,Female,inbreeding4,0.3
Medicine and Health,1981,Male,inbreeding1,0.081081081
Medicine and Health,1981,Male,inbreeding2,0.135135135
Medicine and Health,1981,Male,inbreeding3,0.175675676
Medicine and Health,1981,Male,inbreeding4,0.22972973
Medicine and Health,1981,Female,inbreeding1,0.154929577
Medicine and Health,1981,Female,inbreeding2,0.309859155
Medicine and Health,1981,Female,inbreeding3,0.23943662
Medicine and Health,1981,Female,inbreeding4,0.394366197
Medicine and Health,1982,Male,inbreeding1,0.05988024
Medicine and Health,1982,Male,inbreeding2,0.161676647
Medicine and Health,1982,Male,inbreeding3,0.125748503
Medicine and Health,1982,Male,inbreeding4,0.22754491
Medicine and Health,1982,Female,inbreeding1,0.096385542
Medicine and Health,1982,Female,inbreeding2,0.204819277
Medicine and Health,1982,Female,inbreeding3,0.21686747
Medicine and Health,1982,Female,inbreeding4,0.325301205
Medicine and Health,1983,Male,inbreeding1,0.113636364
Medicine and Health,1983,Male,inbreeding2,0.1875
Medicine and Health,1983,Male,inbreeding3,0.1875
Medicine and Health,1983,Male,inbreeding4,0.261363636
Medicine and Health,1983,Female,inbreeding1,0.109756098
Medicine and Health,1983,Female,inbreeding2,0.207317073
Medicine and Health,1983,Female,inbreeding3,0.268292683
Medicine and Health,1983,Female,inbreeding4,0.365853659
Medicine and Health,1984,Male,inbreeding1,0.085858586
Medicine and Health,1984,Male,inbreeding2,0.151515152
Medicine and Health,1984,Male,inbreeding3,0.191919192
Medicine and Health,1984,Male,inbreeding4,0.257575758
Medicine and Health,1984,Female,inbreeding1,0.088607595
Medicine and Health,1984,Female,inbreeding2,0.164556962
Medicine and Health,1984,Female,inbreeding3,0.17721519
Medicine and Health,1984,Female,inbreeding4,0.253164557
Medicine and Health,1985,Male,inbreeding1,0.07826087
Medicine and Health,1985,Male,inbreeding2,0.165217391
Medicine and Health,1985,Male,inbreeding3,0.186956522
Medicine and Health,1985,Male,inbreeding4,0.273913043
Medicine and Health,1985,Female,inbreeding1,0.058252427
Medicine and Health,1985,Female,inbreeding2,0.184466019
Medicine and Health,1985,Female,inbreeding3,0.213592233
Medicine and Health,1985,Female,inbreeding4,0.339805825
Medicine and Health,1986,Male,inbreeding1,0.064655172
Medicine and Health,1986,Male,inbreeding2,0.129310345
Medicine and Health,1986,Male,inbreeding3,0.146551724
Medicine and Health,1986,Male,inbreeding4,0.211206897
Medicine and Health,1986,Female,inbreeding1,0.093167702
Medicine and Health,1986,Female,inbreeding2,0.267080745
Medicine and Health,1986,Female,inbreeding3,0.217391304
Medicine and Health,1986,Female,inbreeding4,0.391304348
Medicine and Health,1987,Male,inbreeding1,0.076305221
Medicine and Health,1987,Male,inbreeding2,0.112449799
Medicine and Health,1987,Male,inbreeding3,0.184738956
Medicine and Health,1987,Male,inbreeding4,0.220883534
Medicine and Health,1987,Female,inbreeding1,0.133333333
Medicine and Health,1987,Female,inbreeding2,0.207407407
Medicine and Health,1987,Female,inbreeding3,0.207407407
Medicine and Health,1987,Female,inbreeding4,0.281481481
Medicine and Health,1988,Male,inbreeding1,0.088328076
Medicine and Health,1988,Male,inbreeding2,0.167192429
Medicine and Health,1988,Male,inbreeding3,0.176656151
Medicine and Health,1988,Male,inbreeding4,0.255520505
Medicine and Health,1988,Female,inbreeding1,0.086666667
Medicine and Health,1988,Female,inbreeding2,0.173333333
Medicine and Health,1988,Female,inbreeding3,0.226666667
Medicine and Health,1988,Female,inbreeding4,0.313333333
Medicine and Health,1989,Male,inbreeding1,0.080882353
Medicine and Health,1989,Male,inbreeding2,0.147058824
Medicine and Health,1989,Male,inbreeding3,0.169117647
Medicine and Health,1989,Male,inbreeding4,0.235294118
Medicine and Health,1989,Female,inbreeding1,0.096385542
Medicine and Health,1989,Female,inbreeding2,0.204819277
Medicine and Health,1989,Female,inbreeding3,0.198795181
Medicine and Health,1989,Female,inbreeding4,0.307228916
Medicine and Health,1990,Male,inbreeding1,0.079889807
Medicine and Health,1990,Male,inbreeding2,0.184573003
Medicine and Health,1990,Male,inbreeding3,0.190082645
Medicine and Health,1990,Male,inbreeding4,0.29476584
Medicine and Health,1990,Female,inbreeding1,0.1
Medicine and Health,1990,Female,inbreeding2,0.205
Medicine and Health,1990,Female,inbreeding3,0.2
Medicine and Health,1990,Female,inbreeding4,0.305
Medicine and Health,1991,Male,inbreeding1,0.051490515
Medicine and Health,1991,Male,inbreeding2,0.12195122
Medicine and Health,1991,Male,inbreeding3,0.181571816
Medicine and Health,1991,Male,inbreeding4,0.25203252
Medicine and Health,1991,Female,inbreeding1,0.126760563
Medicine and Health,1991,Female,inbreeding2,0.201877934
Medicine and Health,1991,Female,inbreeding3,0.234741784
Medicine and Health,1991,Female,inbreeding4,0.309859155
Medicine and Health,1992,Male,inbreeding1,0.091397849
Medicine and Health,1992,Male,inbreeding2,0.163978495
Medicine and Health,1992,Male,inbreeding3,0.201612903
Medicine and Health,1992,Male,inbreeding4,0.274193548
Medicine and Health,1992,Female,inbreeding1,0.085365854
Medicine and Health,1992,Female,inbreeding2,0.203252033
Medicine and Health,1992,Female,inbreeding3,0.182926829
Medicine and Health,1992,Female,inbreeding4,0.300813008
Medicine and Health,1993,Male,inbreeding1,0.080091533
Medicine and Health,1993,Male,inbreeding2,0.176201373
Medicine and Health,1993,Male,inbreeding3,0.19221968
Medicine and Health,1993,Male,inbreeding4,0.288329519
Medicine and Health,1993,Female,inbreeding1,0.09561753
Medicine and Health,1993,Female,inbreeding2,0.227091633
Medicine and Health,1993,Female,inbreeding3,0.195219124
Medicine and Health,1993,Female,inbreeding4,0.326693227
Medicine and Health,1994,Male,inbreeding1,0.073059361
Medicine and Health,1994,Male,inbreeding2,0.178082192
Medicine and Health,1994,Male,inbreeding3,0.164383562
Medicine and Health,1994,Male,inbreeding4,0.269406393
Medicine and Health,1994,Female,inbreeding1,0.104234528
Medicine and Health,1994,Female,inbreeding2,0.198697068
Medicine and Health,1994,Female,inbreeding3,0.218241042
Medicine and Health,1994,Female,inbreeding4,0.312703583
Medicine and Health,1995,Male,inbreeding1,0.083146067
Medicine and Health,1995,Male,inbreeding2,0.141573034
Medicine and Health,1995,Male,inbreeding3,0.186516854
Medicine and Health,1995,Male,inbreeding4,0.24494382
Medicine and Health,1995,Female,inbreeding1,0.130742049
Medicine and Health,1995,Female,inbreeding2,0.229681979
Medicine and Health,1995,Female,inbreeding3,0.212014134
Medicine and Health,1995,Female,inbreeding4,0.310954064
Medicine and Health,1996,Male,inbreeding1,0.098113208
Medicine and Health,1996,Male,inbreeding2,0.167924528
Medicine and Health,1996,Male,inbreeding3,0.21509434
Medicine and Health,1996,Male,inbreeding4,0.28490566
Medicine and Health,1996,Female,inbreeding1,0.116923077
Medicine and Health,1996,Female,inbreeding2,0.218461538
Medicine and Health,1996,Female,inbreeding3,0.227692308
Medicine and Health,1996,Female,inbreeding4,0.329230769
Medicine and Health,1997,Male,inbreeding1,0.1023766
Medicine and Health,1997,Male,inbreeding2,0.191956124
Medicine and Health,1997,Male,inbreeding3,0.208409506
Medicine and Health,1997,Male,inbreeding4,0.297989031
Medicine and Health,1997,Female,inbreeding1,0.096045198
Medicine and Health,1997,Female,inbreeding2,0.186440678
Medicine and Health,1997,Female,inbreeding3,0.228813559
Medicine and Health,1997,Female,inbreeding4,0.31920904
Medicine and Health,1998,Male,inbreeding1,0.089403974
Medicine and Health,1998,Male,inbreeding2,0.167218543
Medicine and Health,1998,Male,inbreeding3,0.188741722
Medicine and Health,1998,Male,inbreeding4,0.266556291
Medicine and Health,1998,Female,inbreeding1,0.117370892
Medicine and Health,1998,Female,inbreeding2,0.225352113
Medicine and Health,1998,Female,inbreeding3,0.227699531
Medicine and Health,1998,Female,inbreeding4,0.335680751
Medicine and Health,1999,Male,inbreeding1,0.109204368
Medicine and Health,1999,Male,inbreeding2,0.198127925
Medicine and Health,1999,Male,inbreeding3,0.199687988
Medicine and Health,1999,Male,inbreeding4,0.288611544
Medicine and Health,1999,Female,inbreeding1,0.095011876
Medicine and Health,1999,Female,inbreeding2,0.206650831
Medicine and Health,1999,Female,inbreeding3,0.211401425
Medicine and Health,1999,Female,inbreeding4,0.32304038
Medicine and Health,2000,Male,inbreeding1,0.080272109
Medicine and Health,2000,Male,inbreeding2,0.145578231
Medicine and Health,2000,Male,inbreeding3,0.197278912
Medicine and Health,2000,Male,inbreeding4,0.262585034
Medicine and Health,2000,Female,inbreeding1,0.126252505
Medicine and Health,2000,Female,inbreeding2,0.216432866
Medicine and Health,2000,Female,inbreeding3,0.256513026
Medicine and Health,2000,Female,inbreeding4,0.346693387
Medicine and Health,2001,Male,inbreeding1,0.091511936
Medicine and Health,2001,Male,inbreeding2,0.179045093
Medicine and Health,2001,Male,inbreeding3,0.202917772
Medicine and Health,2001,Male,inbreeding4,0.290450928
Medicine and Health,2001,Female,inbreeding1,0.103942652
Medicine and Health,2001,Female,inbreeding2,0.218637993
Medicine and Health,2001,Female,inbreeding3,0.216845878
Medicine and Health,2001,Female,inbreeding4,0.331541219
Medicine and Health,2002,Male,inbreeding1,0.11058264
Medicine and Health,2002,Male,inbreeding2,0.181926278
Medicine and Health,2002,Male,inbreeding3,0.209274673
Medicine and Health,2002,Male,inbreeding4,0.280618312
Medicine and Health,2002,Female,inbreeding1,0.107615894
Medicine and Health,2002,Female,inbreeding2,0.206953642
Medicine and Health,2002,Female,inbreeding3,0.220198675
Medicine and Health,2002,Female,inbreeding4,0.319536424
Medicine and Health,2003,Male,inbreeding1,0.08543264
Medicine and Health,2003,Male,inbreeding2,0.154435926
Medicine and Health,2003,Male,inbreeding3,0.190580504
Medicine and Health,2003,Male,inbreeding4,0.25958379
Medicine and Health,2003,Female,inbreeding1,0.095168375
Medicine and Health,2003,Female,inbreeding2,0.188872621
Medicine and Health,2003,Female,inbreeding3,0.218155198
Medicine and Health,2003,Female,inbreeding4,0.311859444
Medicine and Health,2004,Male,inbreeding1,0.090909091
Medicine and Health,2004,Male,inbreeding2,0.166507177
Medicine and Health,2004,Male,inbreeding3,0.195215311
Medicine and Health,2004,Male,inbreeding4,0.270813397
Medicine and Health,2004,Female,inbreeding1,0.101428571
Medicine and Health,2004,Female,inbreeding2,0.21
Medicine and Health,2004,Female,inbreeding3,0.212857143
Medicine and Health,2004,Female,inbreeding4,0.321428571
Medicine and Health,2005,Male,inbreeding1,0.086048454
Medicine and Health,2005,Male,inbreeding2,0.174603175
Medicine and Health,2005,Male,inbreeding3,0.19047619
Medicine and Health,2005,Male,inbreeding4,0.279030911
Medicine and Health,2005,Female,inbreeding1,0.101928375
Medicine and Health,2005,Female,inbreeding2,0.181818182
Medicine and Health,2005,Female,inbreeding3,0.225895317
Medicine and Health,2005,Female,inbreeding4,0.305785124
Medicine and Health,2006,Male,inbreeding1,0.084507042
Medicine and Health,2006,Male,inbreeding2,0.161971831
Medicine and Health,2006,Male,inbreeding3,0.179968701
Medicine and Health,2006,Male,inbreeding4,0.25743349
Medicine and Health,2006,Female,inbreeding1,0.114347357
Medicine and Health,2006,Female,inbreeding2,0.211434736
Medicine and Health,2006,Female,inbreeding3,0.225458468
Medicine and Health,2006,Female,inbreeding4,0.322545847
Medicine and Health,2007,Male,inbreeding1,0.086773968
Medicine and Health,2007,Male,inbreeding2,0.170748775
Medicine and Health,2007,Male,inbreeding3,0.202239328
Medicine and Health,2007,Male,inbreeding4,0.286214136
Medicine and Health,2007,Female,inbreeding1,0.095330739
Medicine and Health,2007,Female,inbreeding2,0.185797665
Medicine and Health,2007,Female,inbreeding3,0.215953307
Medicine and Health,2007,Female,inbreeding4,0.306420233
Medicine and Health,2008,Male,inbreeding1,0.100234467
Medicine and Health,2008,Male,inbreeding2,0.188159437
Medicine and Health,2008,Male,inbreeding3,0.216881594
Medicine and Health,2008,Male,inbreeding4,0.304806565
Medicine and Health,2008,Female,inbreeding1,0.097210482
Medicine and Health,2008,Female,inbreeding2,0.2079459
Medicine and Health,2008,Female,inbreeding3,0.194420964
Medicine and Health,2008,Female,inbreeding4,0.305156382
Medicine and Health,2009,Male,inbreeding1,0.0969163
Medicine and Health,2009,Male,inbreeding2,0.176211454
Medicine and Health,2009,Male,inbreeding3,0.195484581
Medicine and Health,2009,Male,inbreeding4,0.274779736
Medicine and Health,2009,Female,inbreeding1,0.090838509
Medicine and Health,2009,Female,inbreeding2,0.177018634
Medicine and Health,2009,Female,inbreeding3,0.212732919
Medicine and Health,2009,Female,inbreeding4,0.298913043
Medicine and Health,2010,Male,inbreeding1,0.088778055
Medicine and Health,2010,Male,inbreeding2,0.167082294
Medicine and Health,2010,Male,inbreeding3,0.204488778
Medicine and Health,2010,Male,inbreeding4,0.282793017
Medicine and Health,2010,Female,inbreeding1,0.11265545
Medicine and Health,2010,Female,inbreeding2,0.197512802
Medicine and Health,2010,Female,inbreeding3,0.229700073
Medicine and Health,2010,Female,inbreeding4,0.314557425
Medicine and Health,2011,Male,inbreeding1,0.083661417
Medicine and Health,2011,Male,inbreeding2,0.168799213
Medicine and Health,2011,Male,inbreeding3,0.209153543
Medicine and Health,2011,Male,inbreeding4,0.294291339
Medicine and Health,2011,Female,inbreeding1,0.09569378
Medicine and Health,2011,Female,inbreeding2,0.168831169
Medicine and Health,2011,Female,inbreeding3,0.212576897
Medicine and Health,2011,Female,inbreeding4,0.285714286
Medicine and Health,2012,Male,inbreeding1,0.077159141
Medicine and Health,2012,Male,inbreeding2,0.155633494
Medicine and Health,2012,Male,inbreeding3,0.189829022
Medicine and Health,2012,Male,inbreeding4,0.268303376
Medicine and Health,2012,Female,inbreeding1,0.094292804
Medicine and Health,2012,Female,inbreeding2,0.174937965
Medicine and Health,2012,Female,inbreeding3,0.225186104
Medicine and Health,2012,Female,inbreeding4,0.305831266
Medicine and Health,2013,Male,inbreeding1,0.08113354
Medicine and Health,2013,Male,inbreeding2,0.154891304
Medicine and Health,2013,Male,inbreeding3,0.202639752
Medicine and Health,2013,Male,inbreeding4,0.276397516
Medicine and Health,2013,Female,inbreeding1,0.095512083
Medicine and Health,2013,Female,inbreeding2,0.163981588
Medicine and Health,2013,Female,inbreeding3,0.222669735
Medicine and Health,2013,Female,inbreeding4,0.291139241
Medicine and Health,2014,Male,inbreeding1,0.089748267
Medicine and Health,2014,Male,inbreeding2,0.15468807
Medicine and Health,2014,Male,inbreeding3,0.21670923
Medicine and Health,2014,Male,inbreeding4,0.281649033
Medicine and Health,2014,Female,inbreeding1,0.093561368
Medicine and Health,2014,Female,inbreeding2,0.15694165
Medicine and Health,2014,Female,inbreeding3,0.230885312
Medicine and Health,2014,Female,inbreeding4,0.294265594
Medicine and Health,2015,Male,inbreeding1,0.078040541
Medicine and Health,2015,Male,inbreeding2,0.139189189
Medicine and Health,2015,Male,inbreeding3,0.214864865
Medicine and Health,2015,Male,inbreeding4,0.276013514
Medicine and Health,2015,Female,inbreeding1,0.111478507
Medicine and Health,2015,Female,inbreeding2,0.178082192
Medicine and Health,2015,Female,inbreeding3,0.239017478
Medicine and Health,2015,Female,inbreeding4,0.305621162
Medicine and Health,2016,Male,inbreeding1,0.081836327
Medicine and Health,2016,Male,inbreeding2,0.137391883
Medicine and Health,2016,Male,inbreeding3,0.207917498
Medicine and Health,2016,Male,inbreeding4,0.263473054
Medicine and Health,2016,Female,inbreeding1,0.093559003
Medicine and Health,2016,Female,inbreeding2,0.148566055
Medicine and Health,2016,Female,inbreeding3,0.225199812
Medicine and Health,2016,Female,inbreeding4,0.280206864
Medicine and Health,2017,Male,inbreeding1,0.075602509
