country_w,year,gender,variable,value
FR,2000,Male,mean_inbreeding5,0.852941176
FR,2000,Female,mean_inbreeding1,0.04
FR,2000,Female,mean_inbreeding2,0.04
FR,2000,Female,mean_inbreeding3,0.2
FR,2000,Female,mean_inbreeding4,0.2
FR,2000,Female,mean_inbreeding5,0.8
FR,2001,Male,mean_inbreeding1,0.057142857
FR,2001,Male,mean_inbreeding2,0.142857143
FR,2001,Male,mean_inbreeding3,0.085714286
FR,2001,Male,mean_inbreeding4,0.171428571
FR,2001,Male,mean_inbreeding5,0.828571429
FR,2001,Female,mean_inbreeding1,0.037037037
FR,2001,Female,mean_inbreeding2,0.111111111
FR,2001,Female,mean_inbreeding3,0.185185185
FR,2001,Female,mean_inbreeding4,0.259259259
FR,2001,Female,mean_inbreeding5,0.740740741
FR,2002,Male,mean_inbreeding1,0.108695652
FR,2002,Male,mean_inbreeding2,0.108695652
FR,2002,Male,mean_inbreeding3,0.195652174
FR,2002,Male,mean_inbreeding4,0.195652174
FR,2002,Male,mean_inbreeding5,0.804347826
FR,2002,Female,mean_inbreeding1,0.041666667
FR,2002,Female,mean_inbreeding2,0.083333333
FR,2002,Female,mean_inbreeding3,0.125
FR,2002,Female,mean_inbreeding4,0.166666667
FR,2002,Female,mean_inbreeding5,0.833333333
FR,2003,Male,mean_inbreeding1,0.038461538
FR,2003,Male,mean_inbreeding2,0.076923077
FR,2003,Male,mean_inbreeding3,0.115384615
FR,2003,Male,mean_inbreeding4,0.153846154
FR,2003,Male,mean_inbreeding5,0.846153846
FR,2003,Female,mean_inbreeding1,0.08
FR,2003,Female,mean_inbreeding2,0.16
FR,2003,Female,mean_inbreeding3,0.16
FR,2003,Female,mean_inbreeding4,0.24
FR,2003,Female,mean_inbreeding5,0.76
FR,2004,Male,mean_inbreeding1,0.130434783
FR,2004,Male,mean_inbreeding2,0.195652174
FR,2004,Male,mean_inbreeding3,0.152173913
FR,2004,Male,mean_inbreeding4,0.217391304
FR,2004,Male,mean_inbreeding5,0.782608696
FR,2004,Female,mean_inbreeding1,0.045454545
FR,2004,Female,mean_inbreeding2,0.090909091
FR,2004,Female,mean_inbreeding3,0.136363636
FR,2004,Female,mean_inbreeding4,0.181818182
FR,2004,Female,mean_inbreeding5,0.818181818
FR,2005,Male,mean_inbreeding1,0.034482759
FR,2005,Male,mean_inbreeding2,0.068965517
FR,2005,Male,mean_inbreeding3,0.137931034
FR,2005,Male,mean_inbreeding4,0.172413793
FR,2005,Male,mean_inbreeding5,0.827586207
FR,2005,Female,mean_inbreeding1,0.060606061
FR,2005,Female,mean_inbreeding2,0.121212121
FR,2005,Female,mean_inbreeding3,0.121212121
FR,2005,Female,mean_inbreeding4,0.181818182
FR,2005,Female,mean_inbreeding5,0.818181818
FR,2006,Male,mean_inbreeding1,0.048387097
FR,2006,Male,mean_inbreeding2,0.096774194
FR,2006,Male,mean_inbreeding3,0.112903226
FR,2006,Male,mean_inbreeding4,0.161290323
FR,2006,Male,mean_inbreeding5,0.838709677
FR,2006,Female,mean_inbreeding1,0.075
FR,2006,Female,mean_inbreeding2,0.15
FR,2006,Female,mean_inbreeding3,0.125
FR,2006,Female,mean_inbreeding4,0.2
FR,2006,Female,mean_inbreeding5,0.8
FR,2007,Male,mean_inbreeding1,0.037735849
FR,2007,Male,mean_inbreeding2,0.094339623
FR,2007,Male,mean_inbreeding3,0.113207547
FR,2007,Male,mean_inbreeding4,0.169811321
FR,2007,Male,mean_inbreeding5,0.830188679
FR,2007,Female,mean_inbreeding1,0
FR,2007,Female,mean_inbreeding2,0.038461538
FR,2007,Female,mean_inbreeding3,0.076923077
FR,2007,Female,mean_inbreeding4,0.115384615
FR,2007,Female,mean_inbreeding5,0.884615385
FR,2008,Male,mean_inbreeding1,0.093333333
FR,2008,Male,mean_inbreeding2,0.12
FR,2008,Male,mean_inbreeding3,0.213333333
FR,2008,Male,mean_inbreeding4,0.24
FR,2008,Male,mean_inbreeding5,0.76
FR,2008,Female,mean_inbreeding1,0.016666667
FR,2008,Female,mean_inbreeding2,0.033333333
FR,2008,Female,mean_inbreeding3,0.116666667
FR,2008,Female,mean_inbreeding4,0.133333333
FR,2008,Female,mean_inbreeding5,0.866666667
FR,2009,Male,mean_inbreeding1,0.04109589
FR,2009,Male,mean_inbreeding2,0.068493151
FR,2009,Male,mean_inbreeding3,0.095890411
FR,2009,Male,mean_inbreeding4,0.123287671
FR,2009,Male,mean_inbreeding5,0.876712329
FR,2009,Female,mean_inbreeding1,0.058823529
FR,2009,Female,mean_inbreeding2,0.102941176
FR,2009,Female,mean_inbreeding3,0.102941176
FR,2009,Female,mean_inbreeding4,0.147058824
FR,2009,Female,mean_inbreeding5,0.852941176
FR,2010,Male,mean_inbreeding1,0.051282051
FR,2010,Male,mean_inbreeding2,0.076923077
FR,2010,Male,mean_inbreeding3,0.08974359
FR,2010,Male,mean_inbreeding4,0.115384615
FR,2010,Male,mean_inbreeding5,0.884615385
FR,2010,Female,mean_inbreeding1,0.047619048
FR,2010,Female,mean_inbreeding2,0.079365079
FR,2010,Female,mean_inbreeding3,0.111111111
FR,2010,Female,mean_inbreeding4,0.142857143
FR,2010,Female,mean_inbreeding5,0.857142857
FR,2011,Male,mean_inbreeding1,0.013333333
FR,2011,Male,mean_inbreeding2,0.066666667
FR,2011,Male,mean_inbreeding3,0.093333333
FR,2011,Male,mean_inbreeding4,0.146666667
FR,2011,Male,mean_inbreeding5,0.853333333
FR,2011,Female,mean_inbreeding1,0.039473684
FR,2011,Female,mean_inbreeding2,0.078947368
FR,2011,Female,mean_inbreeding3,0.092105263
FR,2011,Female,mean_inbreeding4,0.131578947
FR,2011,Female,mean_inbreeding5,0.868421053
FR,2012,Male,mean_inbreeding1,0.077669903
FR,2012,Male,mean_inbreeding2,0.087378641
FR,2012,Male,mean_inbreeding3,0.155339806
FR,2012,Male,mean_inbreeding4,0.165048544
FR,2012,Male,mean_inbreeding5,0.834951456
FR,2012,Female,mean_inbreeding1,0.07
FR,2012,Female,mean_inbreeding2,0.11
FR,2012,Female,mean_inbreeding3,0.1
FR,2012,Female,mean_inbreeding4,0.14
FR,2012,Female,mean_inbreeding5,0.86
FR,2013,Male,mean_inbreeding1,0.051282051
FR,2013,Male,mean_inbreeding2,0.085470085
FR,2013,Male,mean_inbreeding3,0.11965812
FR,2013,Male,mean_inbreeding4,0.153846154
FR,2013,Male,mean_inbreeding5,0.846153846
FR,2013,Female,mean_inbreeding1,0.05
FR,2013,Female,mean_inbreeding2,0.075
FR,2013,Female,mean_inbreeding3,0.133333333
FR,2013,Female,mean_inbreeding4,0.158333333
FR,2013,Female,mean_inbreeding5,0.841666667
FR,2014,Male,mean_inbreeding1,0.04109589
FR,2014,Male,mean_inbreeding2,0.089041096
FR,2014,Male,mean_inbreeding3,0.109589041
FR,2014,Male,mean_inbreeding4,0.157534247
FR,2014,Male,mean_inbreeding5,0.842465753
FR,2014,Female,mean_inbreeding1,0.053191489
FR,2014,Female,mean_inbreeding2,0.085106383
FR,2014,Female,mean_inbreeding3,0.127659574
FR,2014,Female,mean_inbreeding4,0.159574468
FR,2014,Female,mean_inbreeding5,0.840425532
FR,2015,Male,mean_inbreeding1,0.019607843
FR,2015,Male,mean_inbreeding2,0.071895425
FR,2015,Male,mean_inbreeding3,0.08496732
FR,2015,Male,mean_inbreeding4,0.137254902
FR,2015,Male,mean_inbreeding5,0.862745098
FR,2015,Female,mean_inbreeding1,0
FR,2015,Female,mean_inbreeding2,0.058252427
FR,2015,Female,mean_inbreeding3,0.087378641
FR,2015,Female,mean_inbreeding4,0.145631068
FR,2015,Female,mean_inbreeding5,0.854368932
FR,2016,Male,mean_inbreeding1,0.027027027
FR,2016,Male,mean_inbreeding2,0.067567568
FR,2016,Male,mean_inbreeding3,0.101351351
FR,2016,Male,mean_inbreeding4,0.141891892
FR,2016,Male,mean_inbreeding5,0.858108108
FR,2016,Female,mean_inbreeding1,0.031746032
FR,2016,Female,mean_inbreeding2,0.063492063
FR,2016,Female,mean_inbreeding3,0.142857143
FR,2016,Female,mean_inbreeding4,0.174603175
FR,2016,Female,mean_inbreeding5,0.825396825
FR,2017,Male,mean_inbreeding1,0.042105263
FR,2017,Male,mean_inbreeding2,0.052631579
FR,2017,Male,mean_inbreeding3,0.173684211
FR,2017,Male,mean_inbreeding4,0.184210526
FR,2017,Male,mean_inbreeding5,0.815789474
FR,2017,Female,mean_inbreeding1,0.049586777
FR,2017,Female,mean_inbreeding2,0.049586777
FR,2017,Female,mean_inbreeding3,0.123966942
FR,2017,Female,mean_inbreeding4,0.123966942
FR,2017,Female,mean_inbreeding5,0.876033058
FR,2018,Male,mean_inbreeding1,0.028368794
FR,2018,Male,mean_inbreeding2,0.04964539
FR,2018,Male,mean_inbreeding3,0.113475177
FR,2018,Male,mean_inbreeding4,0.134751773
FR,2018,Male,mean_inbreeding5,0.865248227
FR,2018,Female,mean_inbreeding1,0.016528926
FR,2018,Female,mean_inbreeding2,0.024793388
FR,2018,Female,mean_inbreeding3,0.123966942
FR,2018,Female,mean_inbreeding4,0.132231405
FR,2018,Female,mean_inbreeding5,0.867768595
FR,2019,Male,mean_inbreeding1,0.041958042
FR,2019,Male,mean_inbreeding2,0.048951049
FR,2019,Male,mean_inbreeding3,0.083916084
FR,2019,Male,mean_inbreeding4,0.090909091
FR,2019,Male,mean_inbreeding5,0.909090909
FR,2019,Female,mean_inbreeding1,0.028571429
FR,2019,Female,mean_inbreeding2,0.05
FR,2019,Female,mean_inbreeding3,0.078571429
FR,2019,Female,mean_inbreeding4,0.1
FR,2019,Female,mean_inbreeding5,0.9
FR,2020,Male,mean_inbreeding1,0.031496063
FR,2020,Male,mean_inbreeding2,0.05511811
FR,2020,Male,mean_inbreeding3,0.11023622
FR,2020,Male,mean_inbreeding4,0.133858268
FR,2020,Male,mean_inbreeding5,0.866141732
FR,2020,Female,mean_inbreeding1,0.027272727
FR,2020,Female,mean_inbreeding2,0.036363636
FR,2020,Female,mean_inbreeding3,0.145454545
FR,2020,Female,mean_inbreeding4,0.154545455
FR,2020,Female,mean_inbreeding5,0.845454545
FR,2021,Male,mean_inbreeding1,0.008695652
FR,2021,Male,mean_inbreeding2,0.008695652
FR,2021,Male,mean_inbreeding3,0.086956522
FR,2021,Male,mean_inbreeding4,0.086956522
FR,2021,Male,mean_inbreeding5,0.913043478
FR,2021,Female,mean_inbreeding1,0.037037037
FR,2021,Female,mean_inbreeding2,0.064814815
FR,2021,Female,mean_inbreeding3,0.12037037
FR,2021,Female,mean_inbreeding4,0.148148148
FR,2021,Female,mean_inbreeding5,0.851851852
FR,2022,Male,mean_inbreeding1,0
FR,2022,Male,mean_inbreeding2,0.029411765
FR,2022,Male,mean_inbreeding3,0.176470588
FR,2022,Male,mean_inbreeding4,0.205882353
FR,2022,Male,mean_inbreeding5,0.794117647
FR,2022,Female,mean_inbreeding1,0
FR,2022,Female,mean_inbreeding2,0
FR,2022,Female,mean_inbreeding3,0.069767442
FR,2022,Female,mean_inbreeding4,0.069767442
FR,2022,Female,mean_inbreeding5,0.930232558
GB,1975,Male,mean_inbreeding1,0
GB,1975,Male,mean_inbreeding2,0
GB,1975,Male,mean_inbreeding3,0.115384615
GB,1975,Male,mean_inbreeding4,0.115384615
GB,1975,Male,mean_inbreeding5,0.884615385
GB,1975,Female,mean_inbreeding1,0
GB,1975,Female,mean_inbreeding2,0
GB,1975,Female,mean_inbreeding3,0
GB,1975,Female,mean_inbreeding4,0
GB,1975,Female,mean_inbreeding5,1
GB,1976,Male,mean_inbreeding1,0.051282051
GB,1976,Male,mean_inbreeding2,0.051282051
GB,1976,Male,mean_inbreeding3,0.179487179
GB,1976,Male,mean_inbreeding4,0.179487179
GB,1976,Male,mean_inbreeding5,0.820512821
GB,1976,Female,mean_inbreeding1,0
GB,1976,Female,mean_inbreeding2,0
GB,1976,Female,mean_inbreeding3,1
GB,1976,Female,mean_inbreeding4,1
GB,1976,Female,mean_inbreeding5,0
GB,1977,Male,mean_inbreeding1,0.0625
GB,1977,Male,mean_inbreeding2,0.0625
GB,1977,Male,mean_inbreeding3,0.09375
GB,1977,Male,mean_inbreeding4,0.09375
GB,1977,Male,mean_inbreeding5,0.90625
GB,1977,Female,mean_inbreeding1,0.111111111
GB,1977,Female,mean_inbreeding2,0.111111111
GB,1977,Female,mean_inbreeding3,0.222222222
GB,1977,Female,mean_inbreeding4,0.222222222
GB,1977,Female,mean_inbreeding5,0.777777778
GB,1978,Male,mean_inbreeding1,0
GB,1978,Male,mean_inbreeding2,0
GB,1978,Male,mean_inbreeding3,0.023255814
GB,1978,Male,mean_inbreeding4,0.023255814
GB,1978,Male,mean_inbreeding5,0.976744186
GB,1978,Female,mean_inbreeding1,0.25
GB,1978,Female,mean_inbreeding2,0.25
GB,1978,Female,mean_inbreeding3,0.375
GB,1978,Female,mean_inbreeding4,0.375
GB,1978,Female,mean_inbreeding5,0.625
GB,1979,Male,mean_inbreeding1,0.0625
GB,1979,Male,mean_inbreeding2,0.0625
GB,1979,Male,mean_inbreeding3,0.104166667
GB,1979,Male,mean_inbreeding4,0.104166667
GB,1979,Male,mean_inbreeding5,0.895833333
GB,1979,Female,mean_inbreeding1,0.1
GB,1979,Female,mean_inbreeding2,0.2
GB,1979,Female,mean_inbreeding3,0.4
GB,1979,Female,mean_inbreeding4,0.5
GB,1979,Female,mean_inbreeding5,0.5
GB,1980,Male,mean_inbreeding1,0.043478261
GB,1980,Male,mean_inbreeding2,0.065217391
GB,1980,Male,mean_inbreeding3,0.173913043
GB,1980,Male,mean_inbreeding4,0.195652174
GB,1980,Male,mean_inbreeding5,0.804347826
GB,1980,Female,mean_inbreeding1,0
GB,1980,Female,mean_inbreeding2,0
GB,1980,Female,mean_inbreeding3,0
GB,1980,Female,mean_inbreeding4,0
GB,1980,Female,mean_inbreeding5,1
GB,1981,Male,mean_inbreeding1,0.075
GB,1981,Male,mean_inbreeding2,0.1
GB,1981,Male,mean_inbreeding3,0.175
GB,1981,Male,mean_inbreeding4,0.2
GB,1981,Male,mean_inbreeding5,0.8
GB,1981,Female,mean_inbreeding1,0.285714286
GB,1981,Female,mean_inbreeding2,0.285714286
GB,1981,Female,mean_inbreeding3,0.285714286
GB,1981,Female,mean_inbreeding4,0.285714286
GB,1981,Female,mean_inbreeding5,0.714285714
GB,1982,Male,mean_inbreeding1,0.083333333
GB,1982,Male,mean_inbreeding2,0.125
GB,1982,Male,mean_inbreeding3,0.138888889
GB,1982,Male,mean_inbreeding4,0.180555556
GB,1982,Male,mean_inbreeding5,0.819444444
GB,1982,Female,mean_inbreeding1,0.166666667
GB,1982,Female,mean_inbreeding2,0.166666667
GB,1982,Female,mean_inbreeding3,0.333333333
GB,1982,Female,mean_inbreeding4,0.333333333
GB,1982,Female,mean_inbreeding5,0.666666667
GB,1983,Male,mean_inbreeding1,0.072463768
GB,1983,Male,mean_inbreeding2,0.086956522
GB,1983,Male,mean_inbreeding3,0.144927536
GB,1983,Male,mean_inbreeding4,0.15942029
GB,1983,Male,mean_inbreeding5,0.84057971
GB,1983,Female,mean_inbreeding1,0
GB,1983,Female,mean_inbreeding2,0.111111111
GB,1983,Female,mean_inbreeding3,0.111111111
GB,1983,Female,mean_inbreeding4,0.222222222
GB,1983,Female,mean_inbreeding5,0.777777778
GB,1984,Male,mean_inbreeding1,0.053333333
GB,1984,Male,mean_inbreeding2,0.08
GB,1984,Male,mean_inbreeding3,0.253333333
GB,1984,Male,mean_inbreeding4,0.28
GB,1984,Male,mean_inbreeding5,0.72
GB,1984,Female,mean_inbreeding1,0.095238095
GB,1984,Female,mean_inbreeding2,0.095238095
GB,1984,Female,mean_inbreeding3,0.142857143
GB,1984,Female,mean_inbreeding4,0.142857143
GB,1984,Female,mean_inbreeding5,0.857142857
GB,1985,Male,mean_inbreeding1,0.040540541
GB,1985,Male,mean_inbreeding2,0.081081081
GB,1985,Male,mean_inbreeding3,0.121621622
GB,1985,Male,mean_inbreeding4,0.162162162
GB,1985,Male,mean_inbreeding5,0.837837838
GB,1985,Female,mean_inbreeding1,0.117647059
GB,1985,Female,mean_inbreeding2,0.117647059
GB,1985,Female,mean_inbreeding3,0.117647059
GB,1985,Female,mean_inbreeding4,0.117647059
GB,1985,Female,mean_inbreeding5,0.882352941
GB,1986,Male,mean_inbreeding1,0.093333333
GB,1986,Male,mean_inbreeding2,0.133333333
GB,1986,Male,mean_inbreeding3,0.24
GB,1986,Male,mean_inbreeding4,0.28
GB,1986,Male,mean_inbreeding5,0.72
GB,1986,Female,mean_inbreeding1,0.1
GB,1986,Female,mean_inbreeding2,0.1
GB,1986,Female,mean_inbreeding3,0.15
GB,1986,Female,mean_inbreeding4,0.15
GB,1986,Female,mean_inbreeding5,0.85
GB,1987,Male,mean_inbreeding1,0.058823529
GB,1987,Male,mean_inbreeding2,0.058823529
GB,1987,Male,mean_inbreeding3,0.176470588
GB,1987,Male,mean_inbreeding4,0.176470588
GB,1987,Male,mean_inbreeding5,0.823529412
GB,1987,Female,mean_inbreeding1,0.032258065
GB,1987,Female,mean_inbreeding2,0.064516129
GB,1987,Female,mean_inbreeding3,0.193548387
GB,1987,Female,mean_inbreeding4,0.225806452
GB,1987,Female,mean_inbreeding5,0.774193548
GB,1988,Male,mean_inbreeding1,0.021276596
GB,1988,Male,mean_inbreeding2,0.042553191
GB,1988,Male,mean_inbreeding3,0.138297872
GB,1988,Male,mean_inbreeding4,0.159574468
GB,1988,Male,mean_inbreeding5,0.840425532
GB,1988,Female,mean_inbreeding1,0.066666667
GB,1988,Female,mean_inbreeding2,0.1
GB,1988,Female,mean_inbreeding3,0.133333333
GB,1988,Female,mean_inbreeding4,0.166666667
GB,1988,Female,mean_inbreeding5,0.833333333
GB,1989,Male,mean_inbreeding1,0.055555556
GB,1989,Male,mean_inbreeding2,0.095238095
GB,1989,Male,mean_inbreeding3,0.126984127
GB,1989,Male,mean_inbreeding4,0.166666667
GB,1989,Male,mean_inbreeding5,0.833333333
GB,1989,Female,mean_inbreeding1,0.048780488
GB,1989,Female,mean_inbreeding2,0.073170732
GB,1989,Female,mean_inbreeding3,0.146341463
GB,1989,Female,mean_inbreeding4,0.170731707
GB,1989,Female,mean_inbreeding5,0.829268293
GB,1990,Male,mean_inbreeding1,0.071895425
GB,1990,Male,mean_inbreeding2,0.104575163
GB,1990,Male,mean_inbreeding3,0.169934641
GB,1990,Male,mean_inbreeding4,0.202614379
GB,1990,Male,mean_inbreeding5,0.797385621
GB,1990,Female,mean_inbreeding1,0.045454545
GB,1990,Female,mean_inbreeding2,0.090909091
GB,1990,Female,mean_inbreeding3,0.204545455
GB,1990,Female,mean_inbreeding4,0.25
GB,1990,Female,mean_inbreeding5,0.75
GB,1991,Male,mean_inbreeding1,0.023809524
GB,1991,Male,mean_inbreeding2,0.047619048
GB,1991,Male,mean_inbreeding3,0.166666667
GB,1991,Male,mean_inbreeding4,0.19047619
GB,1991,Male,mean_inbreeding5,0.80952381
GB,1991,Female,mean_inbreeding1,0.021276596
GB,1991,Female,mean_inbreeding2,0.063829787
GB,1991,Female,mean_inbreeding3,0.170212766
GB,1991,Female,mean_inbreeding4,0.212765957
GB,1991,Female,mean_inbreeding5,0.787234043
GB,1992,Male,mean_inbreeding1,0.079365079
GB,1992,Male,mean_inbreeding2,0.087301587
GB,1992,Male,mean_inbreeding3,0.198412698
GB,1992,Male,mean_inbreeding4,0.206349206
GB,1992,Male,mean_inbreeding5,0.793650794
GB,1992,Female,mean_inbreeding1,0.057692308
GB,1992,Female,mean_inbreeding2,0.096153846
GB,1992,Female,mean_inbreeding3,0.173076923
GB,1992,Female,mean_inbreeding4,0.211538462
GB,1992,Female,mean_inbreeding5,0.788461538
GB,1993,Male,mean_inbreeding1,0.053333333
GB,1993,Male,mean_inbreeding2,0.1
GB,1993,Male,mean_inbreeding3,0.14
GB,1993,Male,mean_inbreeding4,0.186666667
GB,1993,Male,mean_inbreeding5,0.813333333
GB,1993,Female,mean_inbreeding1,0.087719298
GB,1993,Female,mean_inbreeding2,0.175438596
GB,1993,Female,mean_inbreeding3,0.245614035
GB,1993,Female,mean_inbreeding4,0.333333333
GB,1993,Female,mean_inbreeding5,0.666666667
GB,1994,Male,mean_inbreeding1,0.039548023
GB,1994,Male,mean_inbreeding2,0.079096045
GB,1994,Male,mean_inbreeding3,0.124293785
GB,1994,Male,mean_inbreeding4,0.163841808
GB,1994,Male,mean_inbreeding5,0.836158192
GB,1994,Female,mean_inbreeding1,0.030769231
GB,1994,Female,mean_inbreeding2,0.061538462
GB,1994,Female,mean_inbreeding3,0.169230769
GB,1994,Female,mean_inbreeding4,0.2
GB,1994,Female,mean_inbreeding5,0.8
GB,1995,Male,mean_inbreeding1,0.0625
GB,1995,Male,mean_inbreeding2,0.085227273
GB,1995,Male,mean_inbreeding3,0.210227273
GB,1995,Male,mean_inbreeding4,0.232954545
GB,1995,Male,mean_inbreeding5,0.767045455
GB,1995,Female,mean_inbreeding1,0.078431373
GB,1995,Female,mean_inbreeding2,0.098039216
GB,1995,Female,mean_inbreeding3,0.176470588
GB,1995,Female,mean_inbreeding4,0.196078431
GB,1995,Female,mean_inbreeding5,0.803921569
GB,1996,Male,mean_inbreeding1,0.052631579
GB,1996,Male,mean_inbreeding2,0.087719298
GB,1996,Male,mean_inbreeding3,0.140350877
GB,1996,Male,mean_inbreeding4,0.175438596
GB,1996,Male,mean_inbreeding5,0.824561404
GB,1996,Female,mean_inbreeding1,0.072463768
GB,1996,Female,mean_inbreeding2,0.072463768
GB,1996,Female,mean_inbreeding3,0.246376812
GB,1996,Female,mean_inbreeding4,0.246376812
GB,1996,Female,mean_inbreeding5,0.753623188
GB,1997,Male,mean_inbreeding1,0.085561497
GB,1997,Male,mean_inbreeding2,0.106951872
GB,1997,Male,mean_inbreeding3,0.187165775
GB,1997,Male,mean_inbreeding4,0.20855615
GB,1997,Male,mean_inbreeding5,0.79144385
GB,1997,Female,mean_inbreeding1,0.079365079
GB,1997,Female,mean_inbreeding2,0.142857143
GB,1997,Female,mean_inbreeding3,0.222222222
GB,1997,Female,mean_inbreeding4,0.285714286
GB,1997,Female,mean_inbreeding5,0.714285714
GB,1998,Male,mean_inbreeding1,0.028436019
GB,1998,Male,mean_inbreeding2,0.056872038
GB,1998,Male,mean_inbreeding3,0.104265403
GB,1998,Male,mean_inbreeding4,0.132701422
GB,1998,Male,mean_inbreeding5,0.867298578
GB,1998,Female,mean_inbreeding1,0.046511628
GB,1998,Female,mean_inbreeding2,0.081395349
GB,1998,Female,mean_inbreeding3,0.186046512
GB,1998,Female,mean_inbreeding4,0.220930233
GB,1998,Female,mean_inbreeding5,0.779069767
GB,1999,Male,mean_inbreeding1,0.075117371
GB,1999,Male,mean_inbreeding2,0.103286385
GB,1999,Male,mean_inbreeding3,0.169014085
GB,1999,Male,mean_inbreeding4,0.197183099
GB,1999,Male,mean_inbreeding5,0.802816901
GB,1999,Female,mean_inbreeding1,0.102272727
GB,1999,Female,mean_inbreeding2,0.136363636
GB,1999,Female,mean_inbreeding3,0.238636364
GB,1999,Female,mean_inbreeding4,0.272727273
GB,1999,Female,mean_inbreeding5,0.727272727
GB,2000,Male,mean_inbreeding1,0.069686411
GB,2000,Male,mean_inbreeding2,0.097560976
GB,2000,Male,mean_inbreeding3,0.198606272
GB,2000,Male,mean_inbreeding4,0.226480836
GB,2000,Male,mean_inbreeding5,0.773519164
GB,2000,Female,mean_inbreeding1,0.043859649
GB,2000,Female,mean_inbreeding2,0.078947368
GB,2000,Female,mean_inbreeding3,0.157894737
GB,2000,Female,mean_inbreeding4,0.192982456
GB,2000,Female,mean_inbreeding5,0.807017544
GB,2001,Male,mean_inbreeding1,0.078066914
GB,2001,Male,mean_inbreeding2,0.130111524
GB,2001,Male,mean_inbreeding3,0.204460967
GB,2001,Male,mean_inbreeding4,0.256505576
GB,2001,Male,mean_inbreeding5,0.743494424
GB,2001,Female,mean_inbreeding1,0.063492063
GB,2001,Female,mean_inbreeding2,0.126984127
GB,2001,Female,mean_inbreeding3,0.19047619
GB,2001,Female,mean_inbreeding4,0.253968254
GB,2001,Female,mean_inbreeding5,0.746031746
GB,2002,Male,mean_inbreeding1,0.052083333
GB,2002,Male,mean_inbreeding2,0.083333333
GB,2002,Male,mean_inbreeding3,0.170138889
GB,2002,Male,mean_inbreeding4,0.201388889
GB,2002,Male,mean_inbreeding5,0.798611111
GB,2002,Female,mean_inbreeding1,0.047169811
GB,2002,Female,mean_inbreeding2,0.113207547
GB,2002,Female,mean_inbreeding3,0.245283019
GB,2002,Female,mean_inbreeding4,0.311320755
GB,2002,Female,mean_inbreeding5,0.688679245
GB,2003,Male,mean_inbreeding1,0.050909091
GB,2003,Male,mean_inbreeding2,0.08
GB,2003,Male,mean_inbreeding3,0.178181818
GB,2003,Male,mean_inbreeding4,0.207272727
GB,2003,Male,mean_inbreeding5,0.792727273
GB,2003,Female,mean_inbreeding1,0.0625
GB,2003,Female,mean_inbreeding2,0.125
GB,2003,Female,mean_inbreeding3,0.229166667
GB,2003,Female,mean_inbreeding4,0.291666667
GB,2003,Female,mean_inbreeding5,0.708333333
GB,2004,Male,mean_inbreeding1,0.063157895
GB,2004,Male,mean_inbreeding2,0.112280702
GB,2004,Male,mean_inbreeding3,0.164912281
GB,2004,Male,mean_inbreeding4,0.214035088
GB,2004,Male,mean_inbreeding5,0.785964912
GB,2004,Female,mean_inbreeding1,0.074829932
GB,2004,Female,mean_inbreeding2,0.129251701
GB,2004,Female,mean_inbreeding3,0.210884354
GB,2004,Female,mean_inbreeding4,0.265306122
GB,2004,Female,mean_inbreeding5,0.734693878
GB,2005,Male,mean_inbreeding1,0.073770492
GB,2005,Male,mean_inbreeding2,0.087431694
GB,2005,Male,mean_inbreeding3,0.191256831
GB,2005,Male,mean_inbreeding4,0.204918033
GB,2005,Male,mean_inbreeding5,0.795081967
GB,2005,Female,mean_inbreeding1,0.043956044
GB,2005,Female,mean_inbreeding2,0.093406593
GB,2005,Female,mean_inbreeding3,0.186813187
GB,2005,Female,mean_inbreeding4,0.236263736
GB,2005,Female,mean_inbreeding5,0.763736264
GB,2006,Male,mean_inbreeding1,0.060518732
GB,2006,Male,mean_inbreeding2,0.103746398
GB,2006,Male,mean_inbreeding3,0.204610951
GB,2006,Male,mean_inbreeding4,0.247838617
GB,2006,Male,mean_inbreeding5,0.752161383
GB,2006,Female,mean_inbreeding1,0.048648649
GB,2006,Female,mean_inbreeding2,0.108108108
GB,2006,Female,mean_inbreeding3,0.232432432
GB,2006,Female,mean_inbreeding4,0.291891892
GB,2006,Female,mean_inbreeding5,0.708108108
GB,2007,Male,mean_inbreeding1,0.073349633
GB,2007,Male,mean_inbreeding2,0.102689487
GB,2007,Male,mean_inbreeding3,0.227383863
GB,2007,Male,mean_inbreeding4,0.256723716
GB,2007,Male,mean_inbreeding5,0.743276284
GB,2007,Female,mean_inbreeding1,0.085470085
GB,2007,Female,mean_inbreeding2,0.111111111
GB,2007,Female,mean_inbreeding3,0.239316239
GB,2007,Female,mean_inbreeding4,0.264957265
GB,2007,Female,mean_inbreeding5,0.735042735
GB,2008,Male,mean_inbreeding1,0.096858639
GB,2008,Male,mean_inbreeding2,0.128272251
GB,2008,Male,mean_inbreeding3,0.287958115
GB,2008,Male,mean_inbreeding4,0.319371728
GB,2008,Male,mean_inbreeding5,0.680628272
GB,2008,Female,mean_inbreeding1,0.083333333
GB,2008,Female,mean_inbreeding2,0.092105263
GB,2008,Female,mean_inbreeding3,0.223684211
GB,2008,Female,mean_inbreeding4,0.23245614
GB,2008,Female,mean_inbreeding5,0.76754386
GB,2009,Male,mean_inbreeding1,0.065060241
GB,2009,Male,mean_inbreeding2,0.110843373
GB,2009,Male,mean_inbreeding3,0.228915663
