year,gender,inbreeding1,inbreeding2,inbreeding3,inbreeding4,inbreeding5,country_w,w_ranking,w_subject2,ranking_category,branking,dranking,continent_b,continent_d,continent_w,first_work_pre_avg_publications,first_work_pre_avg_jif,work_bachelor_year,country_b,country_d,bsubject2,dsubject2,work_to_2022,start_year_facawork_oid_sum_afterwork,start_year_facawork_oid_jifsum_afterwork,first_work_pre_avg_publications_afterwork,first_work_pre_avg_jif_afterwork,gender_inbreeding1,gender_inbreeding2,gender_inbreeding3,gender_inbreeding4
2017,1,0,0,0,0,1,CN,1758,7,1500-2000,531,93,Asia,Asia,Asia,1.222222222,3.644444444,9,CN,CN,4,4,5,30,73.4,6,14.68,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2021,0,0,0,0,0,1,US,55,7,0-500,920,920,North America,North America,North America,0,0,11,US,US,3,3,1,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,0,0,0,0,0,1,NL,400,4,0-500,2001,2001,Europe,Europe,Europe,0.538461538,1.523076923,13,PT,PT,6,6,3,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,0,1,1,1,1,0,PT,429,7,0-500,429,429,Europe,Europe,Europe,0,0,6,PT,PT,7,7,11,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
1991,0,0,0,0,0,1,CA,NA,6,>2000,191,526,North America,North America,North America,0,0,10,CA,CA,7,4,31,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,0,0,1,0,1,0,NG,2001,7,>2000,2001,2001,Africa,North America,Africa,0.076923077,0,13,NG,US,4,7,5,82,3,16.4,0.6,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2018,1,1,1,1,1,0,US,920,4,500-1000,920,920,North America,North America,North America,0,0,2,US,US,4,4,4,3,7.5,0.75,1.875,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2011,1,0,0,0,0,1,BR,1636,7,1500-2000,468,468,Latin America,Latin America,Latin America,0,0,5,BR,BR,7,7,11,3,0,0.272727273,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2006,1,0,0,0,0,1,CO,2001,4,>2000,2001,1086,.,Latin America,Latin America,0,0,18,"D.C. , CO",CR,4,7,16,1,0,0.0625,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,0,0,1,US,NA,3,>2000,10,10,North America,North America,North America,2.777777778,35.18888889,9,US,US,4,4,6,49,256,8.166666667,42.66666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,0,0,0,0,0,1,KR,1847,8,1500-2000,1036,1036,Asia,Asia,Asia,5.411764706,10.55882353,17,KR,KR,8,8,12,59,86.97,4.916666667,7.2475,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2003,1,0,0,0,0,1,US,263,1,0-500,2001,41,North America,North America,North America,0.2,0,10,US,US,1,1,19,8,1.5,0.421052632,0.078947368,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,1,1,1,1,1,0,ES,1190,7,1000-1500,1190,1190,Europe,Europe,Europe,0,0,5,ES,ES,6,7,3,4,6,1.333333333,2,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2003,0,0,0,0,0,1,MY,2001,8,>2000,544,226,Asia,Asia,Asia,0,0,12,JO,MY,4,4,19,167,741,8.789473684,39,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,0,0,0,1,1,0,FR,282,7,0-500,1381,282,Asia,Asia,Europe,0.076923077,0.238461538,13,KR,KR,4,4,10,5,27.1,0.5,2.71,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2005,1,0,0,0,0,1,TR,1861,1,1500-2000,745,63,Asia,Europe,Asia,0,0,21,TR,GB,1,11,17,32,0,1.882352941,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,0,0,0,0,0,1,US,1,6,0-500,4,9,North America,North America,North America,0.777777778,3.455555556,9,US,US,4,4,8,6,260.8,0.75,32.6,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,1,0,0,0,0,1,DE,NA,6,>2000,787,NA,Latin America,Europe,Europe,0.4,0,15,AR,DE,6,6,2,1,0,0.5,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2003,0,0,0,1,1,0,BR,801,7,500-1000,801,413,Latin America,Latin America,Latin America,0,0,6,BR,BR,7,6,19,2,0,0.105263158,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2008,0,0,1,0,1,0,US,57,4,0-500,129,43,Asia,North America,North America,0.230769231,1.230769231,13,KR,US,4,4,14,47,320.4,3.357142857,22.88571429,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2013,0,0,0,0,0,1,CN,NA,6,>2000,745,129,Asia,Asia,Asia,0,0,22,CN,CN,7,6,9,5,0,0.555555556,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,0,0,0,0,1,GB,558,7,500-1000,337,231,Europe,Europe,Europe,1.3,2.56,10,ES,ES,6,4,6,304,963.3,50.66666667,160.55,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,1,0,0,0,0,1,BR,NA,7,>2000,1017,1002,Latin America,Latin America,Latin America,0,0,23,BR,BR,4,4,10,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,1,1,1,1,1,0,IN,2001,7,>2000,2001,2001,Asia,Asia,Asia,0,0,11,IN,IN,7,7,6,0,0,0,0,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2016,1,0,0,0,0,1,GB,34,6,0-500,400,34,Europe,Europe,Europe,0.125,0.2625,16,NL,GB,6,6,6,5,23.4,0.833333333,3.9,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2009,0,0,0,0,0,1,US,507,3,500-1000,576,15,North America,North America,North America,0,0,9,US,US,6,6,13,3,3,0.230769231,0.230769231,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,1,0,0,0,0,1,IT,NA,6,>2000,573,573,Europe,Europe,Europe,0.772727273,1.063636364,22,IT,IT,7,7,10,22,51.2,2.2,5.12,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2013,0,0,1,0,1,0,KR,856,8,500-1000,129,230,Asia,North America,Asia,0.523809524,0.985714286,21,KR,US,6,5,9,36,107.9,4,11.98888889,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
1997,0,0,1,0,1,0,IR,625,8,500-1000,625,13,Asia,Europe,Asia,0,0,11,IR,GB,8,8,25,36,39.6,1.44,1.584,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2000,1,0,0,0,0,1,GR,NA,5,>2000,NA,558,Europe,Europe,Europe,0,0,5,GR,GB,6,7,22,7,5,0.318181818,0.227272727,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,0,0,1,US,676,5,500-1000,643,84,Africa,North America,North America,0,0,9,CY,US,1,5,6,13,25.1,2.166666667,4.183333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,0,0,0,0,0,1,PT,NA,6,>2000,NA,866,Europe,Europe,Europe,0,0,23,PT,ES,6,6,10,1,0,0.1,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,0,0,0,1,1,0,CL,816,11,500-1000,816,1457,Latin America,Latin America,Latin America,NA,NA,0,CL,CL,11,11,9,3,0,0.333333333,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2012,1,0,0,0,0,1,BR,NA,7,>2000,618,730,Latin America,Europe,Latin America,0,0,18,BR,IT,7,6,10,14,0,1.4,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,1,0,0,0,0,1,KW,2001,5,>2000,379,379,Europe,Europe,Asia,0,0,9,GB,GB,5,5,8,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,1,0,0,0,0,1,CA,191,5,0-500,247,247,Asia,Asia,North America,0,0,7,CN,CN,4,4,7,1,5,0.142857143,0.714285714,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2012,1,0,0,0,0,1,CZ,352,7,0-500,339,NA,Europe,Europe,Europe,0,0,5,PL,CZ,4,8,10,50,336.2,5,33.62,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,0,0,0,0,0,1,BR,NA,4,>2000,NA,871,Latin America,Latin America,Latin America,0.142857143,0,7,BR,BR,7,6,4,1,3.9,0.25,0.975,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2008,0,1,1,1,1,0,RS,1132,3,1000-1500,459,459,Europe,Europe,Europe,0,0,12,RS,RS,3,3,14,38,62.4,2.714285714,4.457142857,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2015,0,0,0,0,0,1,MY,NA,8,>2000,1301,547,Asia,Asia,Asia,0.095238095,0.066666667,21,IQ,MY,8,8,7,14,16.9,2,2.414285714,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1984,0,1,1,1,1,0,US,2,4,0-500,295,295,Europe,Europe,North America,0.25,3.725,8,IT,IT,6,8,38,89,303.2,2.342105263,7.978947368,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2007,0,0,0,0,0,1,TR,NA,7,>2000,NA,NA,Asia,Asia,Asia,0.111111111,0,18,TR,TR,7,7,15,23,0,1.533333333,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2008,0,0,0,0,0,1,GB,497,6,0-500,146,146,Europe,Europe,Europe,0,0,3,GB,GB,4,4,14,9,2.4,0.642857143,0.171428571,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,0,0,0,0,0,1,VE,695,7,500-1000,1346,NA,Latin America,Latin America,Latin America,NA,NA,.,VE,VE,6,7,10,8,30.6,0.8,3.06,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,1,0,0,0,0,1,BR,NA,6,>2000,497,497,Latin America,Latin America,Latin America,0,0,19,BR,BR,6,6,6,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2011,0,0,0,0,0,1,BR,NA,6,>2000,468,468,Latin America,Latin America,Latin America,0,0,5,BR,BR,6,6,11,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1985,0,0,0,0,0,1,"Kerala, IN",2001,4,>2000,NA,NA,Asia,Europe,Asia,0,0,6,IN,UA,7,5,37,58,76.4,1.567567568,2.064864865,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,0,0,0,1,1,0,RU,587,6,500-1000,2001,587,Europe,Europe,Europe,0,0,7,RU,RU,4,4,7,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2020,1,0,0,0,0,1,BR,710,7,500-1000,294,400,Latin America,Europe,Latin America,0.277777778,0,18,BR,FR,7,1,2,3,0,1.5,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,0,0,0,0,0,1,US,NA,7,>2000,1394,167,North America,North America,North America,0.25,1.658333333,12,US,US,3,3,7,5,18,0.714285714,2.571428571,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,1,1,1,1,0,NL,106,3,0-500,106,106,Europe,Europe,Europe,0,0,4,NL,NL,3,3,6,1,5,0.166666667,0.833333333,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2011,0,0,1,0,1,0,MX,1821,6,1500-2000,1821,NA,Latin America,Latin America,Latin America,0,0,12,MX,MX,6,6,11,2,0,0.181818182,0,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2010,1,0,0,0,0,1,ID,NA,5,>2000,NA,203,Asia,Asia,Asia,0,0,5,ID,TW,5,8,12,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2006,0,0,0,0,0,1,US,452,6,0-500,1350,1350,Asia,Asia,North America,0.6,1,10,JP,JP,9,9,16,72,357.9,4.5,22.36875,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2008,0,1,1,1,1,0,ES,520,7,500-1000,520,520,Europe,Europe,Europe,0,0,6,ES,ES,6,8,14,17,55.7,1.214285714,3.978571429,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2007,0,0,0,0,0,1,BR,2001,7,>2000,871,871,Latin America,Latin America,Latin America,0,0,9,BR,BR,7,7,15,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,0,0,0,0,0,1,FR,NA,7,>2000,282,2001,Europe,Europe,Europe,0.090909091,0,11,FR,FR,4,3,10,3,4.3,0.3,0.43,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2003,1,0,1,0,1,0,UY,852,6,500-1000,852,NA,Latin America,Europe,Latin America,0,0,4,UY,ES,6,6,19,0,0,0,0,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2011,1,0,0,1,1,0,US,1088,4,1000-1500,2001,1088,North America,North America,North America,0.636363636,1.181818182,11,US,US,3,3,11,4,7,0.363636364,0.636363636,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2015,1,0,0,0,0,1,US,NA,4,>2000,9,70,North America,North America,North America,0.727272727,7.763636364,11,US,US,4,4,7,10,60.8,1.428571429,8.685714286,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,1,0,0,0,0,1,IN,NA,8,>2000,NA,NA,Asia,Asia,Asia,0,0,8,IN,IN,8,8,8,2,3.1,0.25,0.3875,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2017,0,0,0,0,0,1,US,4,4,0-500,NA,47,Europe,Europe,North America,1.222222222,0,9,CH,DE,4,4,5,3,15,0.6,3,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,0,0,1,0,1,0,US,2001,4,>2000,2001,2,North America,North America,North America,0.25,0.725,4,US,US,4,4,2,2,3.4,1,1.7,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
1999,0,0,1,0,1,0,ID,1369,6,1000-1500,1369,501,Asia,Asia,Asia,0,0,6,ID,CN,7,7,23,8,6.7,0.347826087,0.291304348,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2018,0,0,0,0,0,1,CN,1066,8,1000-1500,34,NA,Europe,Europe,Asia,0.705882353,2.870588235,17,GB,FR,4,4,4,6,19,1.5,4.75,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,0,0,0,0,0,1,US,NA,6,>2000,1376,551,Asia,Asia,North America,0.272727273,1.054545455,11,IN,IN,6,6,7,2,72.5,0.285714286,10.35714286,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,1,0,0,0,0,1,PE,497,8,0-500,940,497,Latin America,Latin America,Latin America,0,0,5,PE,BR,4,8,15,22,103.1,1.466666667,6.873333333,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2011,0,0,0,1,1,0,IT,573,8,500-1000,NA,573,Africa,Europe,Europe,0.357142857,0.828571429,14,TN,IT,8,3,11,25,84.1,2.272727273,7.645454545,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
1998,0,0,0,1,1,0,US,55,7,0-500,2001,55,North America,North America,North America,0,0,5,US,US,8,4,24,17,6.6,0.708333333,0.275,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2019,1,0,0,0,0,1,US,2001,7,>2000,NA,583,Latin America,Latin America,North America,4.52173913,4.886956522,23,BR,BR,7,7,3,25,54.52,8.333333333,18.17333333,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2017,1,0,0,0,0,1,US,63,5,0-500,1376,230,Asia,North America,North America,0,0,10,IN,US,5,5,5,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,0,0,0,1,1,0,US,70,4,0-500,70,180,North America,North America,North America,0.636363636,1.763636364,11,US,US,4,4,3,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2019,1,1,1,1,1,0,CN,501,6,500-1000,501,501,Asia,Asia,Asia,0.2,1.95,10,CN,CN,6,6,3,7,102.9,2.333333333,34.3,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2004,0,0,0,0,0,1,BD,NA,6,>2000,977,231,Asia,Oceania,Asia,0,0,9,BD,AU,6,7,18,13,0,0.722222222,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,0,0,0,0,0,1,IN,551,7,500-1000,2001,NA,Asia,Asia,Asia,0.357142857,0.121428571,14,IN,IN,7,7,7,8,20.3,1.142857143,2.9,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,US,2001,4,>2000,2001,73,North America,North America,North America,0.272727273,0.681818182,11,US,US,4,4,4,2,7.8,0.5,1.95,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,BR,NA,6,>2000,1361,583,Latin America,Latin America,Latin America,0.769230769,2.503846154,26,BR,BR,7,7,4,4,7.5,1,1.875,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2009,0,0,0,1,1,0,TT,2001,7,>2000,100,2001,Europe,Latin America,Latin America,0,0,13,GB,TT,4,1,13,2,0,0.153846154,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2008,0,0,0,0,0,1,NO,2001,1,>2000,16,14,North America,North America,Europe,0,0,33,US,US,7,7,14,7,3.4,0.5,0.242857143,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,1,0,0,0,0,1,IN,679,7,500-1000,1382,1609,Asia,Asia,Asia,0,0,7,IN,KR,4,4,15,1,0,0.066666667,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2009,1,0,0,0,0,1,AU,28,7,0-500,NA,134,Asia,Europe,Oceania,NA,NA,.,HK,GB,7,3,13,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2021,1,0,0,0,0,1,US,194,8,0-500,22,3,North America,North America,North America,0.272727273,0.990909091,11,US,US,4,7,1,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,1,1,1,1,1,0,BR,413,4,0-500,413,413,Latin America,Latin America,Latin America,0,0,4,BR,BR,5,5,4,2,2.8,0.5,0.7,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2015,1,0,0,0,0,1,ES,466,7,0-500,722,1256,Europe,Europe,Europe,0.272727273,0.1,11,ES,ES,7,3,7,11,19.5,1.571428571,2.785714286,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1991,1,0,0,0,0,1,GB,379,6,0-500,441,163,Asia,Europe,Europe,0,0,13,CN,GB,8,6,31,15,33,0.483870968,1.064516129,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,0,0,0,0,0,1,SE,146,1,0-500,104,63,Europe,Europe,Europe,0.4,0.44,10,GB,GB,1,1,7,26,25.3,3.714285714,3.614285714,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,0,0,0,0,0,1,EC,2001,6,>2000,2001,NA,Latin America,Latin America,Latin America,0,0,7,CU,EC,6,7,7,2,0,0.285714286,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2006,1,1,1,1,1,0,AU,37,4,0-500,37,37,Oceania,Oceania,Oceania,0.25,0.6,8,AU,AU,4,4,16,39,145.7,2.4375,9.10625,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2010,0,0,0,0,0,1,CA,426,3,0-500,54,5,North America,Europe,North America,0,0,23,CA,GB,1,3,12,1,0,0.083333333,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,1,0,0,0,0,1,CN,169,4,0-500,385,NA,Asia,Asia,Asia,0,0,9,CN,CN,4,4,9,15,121.4,1.666666667,13.48888889,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,1,1,1,1,1,0,IT,688,4,500-1000,688,688,Europe,Europe,Europe,0.142857143,0,7,IT,IT,4,4,8,11,36,1.375,4.5,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2020,0,0,0,0,0,1,SD,NA,4,>2000,2001,NA,Africa,Africa,Africa,0.037037037,0,27,SD,SD,4,4,2,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,1,0,0,0,0,1,US,NA,7,>2000,180,20,North America,North America,North America,0.733333333,11.32666667,15,US,US,4,7,8,19,338.3,2.375,42.2875,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2010,1,0,0,1,1,0,IN,2001,8,>2000,NA,2001,Asia,Asia,Asia,0,0,4,IN,IN,8,8,12,10,96.8,0.833333333,8.066666667,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2022,1,0,0,0,0,1,US,512,5,500-1000,NA,304,Asia,Asia,North America,0.230769231,0.438461538,13,TR,TR,5,1,0,0,0,NA,NA,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2011,0,0,0,0,0,1,US,1088,4,1000-1500,NA,1106,Asia,Asia,North America,0,0,11,IN,IN,4,4,11,1,6.2,0.090909091,0.563636364,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,1,1,1,1,1,0,CN,512,4,500-1000,512,512,Asia,Asia,Asia,0.1,0.56,10,CN,CN,4,4,11,31,36.2,2.818181818,3.290909091,Female Inbred,Female Inbred,Female Inbred,Female Inbred
1999,0,0,0,0,0,1,KR,290,3,0-500,129,129,Asia,Asia,Asia,0.090909091,0.354545455,11,KR,KR,4,7,23,272,1132.3,11.82608696,49.23043478,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,0,0,0,1,1,0,US,750,7,500-1000,2001,750,North America,North America,North America,0,0,5,US,US,8,4,9,8,35.7,0.888888889,3.966666667,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2004,1,0,0,0,0,1,NG,2001,5,>2000,NA,495,Africa,Oceania,Africa,0,0,6,NG,AU,7,5,18,6,0,0.333333333,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2021,1,0,0,0,0,1,GB,NA,8,>2000,385,152,Europe,Europe,Europe,0.076923077,0.346153846,13,IT,GB,6,4,1,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1994,0,0,0,0,0,1,PT,NA,1,>2000,429,1281,Europe,Europe,Europe,0,0,4,PT,PT,1,7,28,2,1,0.071428571,0.035714286,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2000,0,0,0,0,0,1,IN,2001,7,>2000,1376,1376,Asia,Asia,Asia,0,0,4,IN,IN,6,6,22,75,158.8,3.409090909,7.218181818,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,1,1,0,PK,590,6,500-1000,807,590,Asia,Asia,Asia,7.7,6.429,10,PK,CN,3,7,4,26,61.5,6.5,15.375,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2014,0,0,0,0,0,1,AR,NA,6,>2000,787,2001,Latin America,Latin America,Latin America,0,0,3,AR,AR,6,6,8,2,0,0.25,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,0,0,0,0,0,1,CO,2001,6,>2000,2001,1470,Latin America,Latin America,Latin America,0.307692308,0,13,CO,CO,6,5,11,13,0.3,1.181818182,0.027272727,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,IN,2001,8,>2000,1361,844,Asia,Asia,Asia,1.4,0,10,IN,IN,8,8,4,74,147.06,18.5,36.765,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2002,1,0,0,1,1,0,ES,1198,4,1000-1500,770,1198,Europe,Europe,Europe,0,0,8,ES,ES,4,1,20,2,0,0.1,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2012,0,0,0,0,0,1,AU,192,11,0-500,192,192,Oceania,Oceania,Oceania,0,0,18,AU,AU,3,11,10,18,41.62,1.8,4.162,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,0,0,0,1,1,0,BR,901,7,500-1000,1080,901,Latin America,Latin America,Latin America,0,0,10,BR,BR,11,1,12,4,0,0.333333333,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2005,0,0,1,0,1,0,PT,NA,6,>2000,866,866,Europe,Europe,Europe,0,0,9,PT,ES,6,7,17,2,0,0.117647059,0,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2016,0,1,1,1,1,0,IN,2001,7,>2000,2001,2001,Asia,Asia,Asia,0,0,19,IN,IN,7,7,6,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2018,0,0,0,0,0,1,US,67,7,0-500,9,8,North America,Europe,North America,0,0,7,US,GB,4,4,4,34,121.1,8.5,30.275,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,0,0,0,0,1,MY,2001,7,>2000,NA,912,Asia,Asia,Asia,0.615384615,2.384615385,13,IN,KR,6,8,8,26,91.9,3.25,11.4875,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,1,0,0,1,1,0,IL,175,4,0-500,770,175,Asia,Asia,Asia,0,0,12,IL,IL,4,4,5,1,5.6,0.2,1.12,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2007,0,1,1,1,1,0,ES,1317,8,1000-1500,1317,1317,Europe,Europe,Europe,0.2,0,10,ES,ES,6,4,15,61,128.6,4.066666667,8.573333333,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2013,0,1,1,1,1,0,JP,432,7,0-500,432,432,Asia,Asia,Asia,0.166666667,0,6,JP,JP,8,7,9,15,36,1.666666667,4,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2008,1,0,1,0,1,0,LT,853,10,500-1000,853,1694,Europe,Europe,Europe,0,0,11,LT,LT,7,3,14,8,4.7,0.571428571,0.335714286,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
1975,0,0,0,0,0,1,US,152,7,0-500,19,19,North America,North America,North America,0,0,9,US,US,8,6,47,88,365.5,1.872340426,7.776595745,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2004,1,0,0,1,1,0,PT,1281,7,1000-1500,202,1281,Europe,Europe,Europe,0,0,19,PT,PT,6,6,18,176,415.1,9.777777778,23.06111111,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
