year,gender,inbreeding1,inbreeding2,inbreeding3,inbreeding4,inbreeding5,country_w,w_ranking,w_subject2,ranking_category,branking,dranking,continent_b,continent_d,continent_w,first_work_pre_avg_publications,first_work_pre_avg_jif,work_bachelor_year,country_b,country_d,bsubject2,dsubject2,work_to_2022,start_year_facawork_oid_sum_afterwork,start_year_facawork_oid_jifsum_afterwork,first_work_pre_avg_publications_afterwork,first_work_pre_avg_jif_afterwork,gender_inbreeding1,gender_inbreeding2,gender_inbreeding3,gender_inbreeding4
2011,1,1,1,1,1,0,AR,426,3,0-500,426,426,Latin America,Latin America,Latin America,0,0,6,AR,AR,3,7,11,13,0,1.181818182,0,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2019,0,0,0,0,0,1,US,512,7,500-1000,1526,1042,Europe,North America,North America,0,0,12,GB,US,7,7,3,7,4.5,2.333333333,1.5,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,IN,NA,7,>2000,1798,1798,Asia,Asia,Asia,0,0,6,IN,IN,7,7,4,14,55.1,3.5,13.775,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1994,0,0,0,1,1,0,"Mexico City, MX",134,4,0-500,NA,134,Latin America,Europe,Europe,0,0,18,MX,GB,4,4,28,6,0,0.214285714,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2019,0,0,0,0,0,1,IN,NA,7,>2000,NA,292,Asia,Asia,Asia,0.142857143,0,7,IN,KR,7,8,3,30,237.9,10,79.3,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,1,1,1,1,0,DK,109,4,0-500,109,109,Europe,Europe,Europe,1.375,0,8,DK,DK,4,4,8,3,11.7,0.375,1.4625,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2015,1,1,1,1,1,0,IT,209,4,0-500,209,209,Europe,Europe,Europe,0.2,2.94,10,IT,IT,6,6,7,9,31.57,1.285714286,4.51,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2016,0,0,0,0,0,1,TR,801,4,500-1000,NA,1600,Asia,Asia,Asia,0,0,27,TR,TR,8,3,6,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,0,0,0,0,0,1,PH,NA,8,>2000,NA,2001,Asia,Asia,Asia,0,0,7,PH,PH,6,11,15,2,0,0.133333333,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2002,0,0,0,0,0,1,BR,NA,7,>2000,710,801,Latin America,Latin America,Latin America,0,0,6,BR,BR,7,6,20,1,0,0.05,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,1,0,0,0,0,1,CN,1303,4,1000-1500,282,112,Asia,Asia,Asia,0.4,1.06,10,CN,CN,4,4,9,59,177.9,6.555555556,19.76666667,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2006,0,0,0,0,0,1,GB,1060,1,1000-1500,NA,750,Europe,Europe,Europe,0,0,12,GB,GB,3,4,16,5,6.2,0.3125,0.3875,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2004,0,0,0,0,0,1,IE,2001,1,>2000,236,NA,Europe,Europe,Europe,0,0,9,IE,IE,1,11,18,7,0,0.388888889,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,AU,NA,7,>2000,28,28,Oceania,Oceania,Oceania,0.333333333,1.3,9,AU,AU,1,7,4,2,3.6,0.5,0.9,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2009,1,0,0,0,0,1,AR,NA,6,>2000,NA,NA,Latin America,Latin America,Latin America,0,0,10,AR,AR,2,1,13,9,0,0.692307692,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2011,1,0,0,0,0,1,CA,156,3,0-500,80,NA,North America,Europe,North America,0.2,0.16,10,US,CH,6,3,11,10,12.1,0.909090909,1.1,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2007,1,0,0,0,0,1,IN,NA,11,>2000,NA,NA,Asia,Asia,Asia,0,0,5,IN,IN,4,6,15,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2022,1,0,0,0,0,1,US,NA,7,>2000,1535,74,North America,North America,North America,0,0,12,US,US,4,4,0,0,0,NA,NA,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,1,1,1,1,1,0,"Hadayek Shoubra, 11241 Cairo, Egypt, EG",NA,6,>2000,NA,NA,Africa,Africa,.,0.35,0,20,EG,EG,6,6,3,22,19.7,7.333333333,6.566666667,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2012,1,0,0,0,0,1,BD,2001,3,>2000,1251,27,Asia,Oceania,Asia,0,0,7,BD,AU,3,3,10,3,0,0.3,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2007,0,0,0,1,1,0,IN,1636,4,1500-2000,NA,1636,.,Asia,Asia,0,0,5,"INDIA, IN",IN,4,4,15,76,150.33,5.066666667,10.022,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
1998,1,1,1,1,1,0,ES,770,7,500-1000,770,770,Europe,Europe,Europe,0,0,6,ES,ES,7,7,24,18,22,0.75,0.916666667,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2019,0,0,0,0,0,1,US,1,7,0-500,15,4,North America,North America,North America,0.444444444,3.616666667,18,US,US,4,7,3,1,8.8,0.333333333,2.933333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,0,0,0,0,0,1,IN,NA,7,>2000,NA,NA,Asia,Asia,Asia,0,0,4,IN,IN,7,6,1,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,0,0,0,0,1,US,74,7,0-500,537,1653,North America,North America,North America,0.083333333,0.183333333,12,US,US,4,4,8,22,114.2,2.75,14.275,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,1,1,0,US,74,7,0-500,2001,74,North America,North America,North America,0,0,5,US,US,4,7,4,1,3.1,0.25,0.775,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2015,1,0,0,0,0,1,CN,231,6,0-500,1372,368,Asia,Asia,Asia,2.230769231,22.58153846,13,CN,CN,6,3,7,64,752.6,9.142857143,107.5142857,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,1,0,0,0,0,1,US,70,2,0-500,14,324,North America,North America,North America,0.230769231,0,13,US,US,1,6,3,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,1,0,0,0,0,1,FI,NA,11,>2000,2001,99,Europe,Europe,Europe,0,0,17,FI,FI,7,7,6,5,3.2,0.833333333,0.533333333,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2004,1,0,0,1,1,0,GB,33,1,0-500,NA,12,Europe,Europe,Europe,0.142857143,0.042857143,7,GB,GB,6,6,18,22,1.4,1.222222222,0.077777778,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2014,1,0,0,0,0,1,CO,NA,4,>2000,NA,2001,Latin America,Latin America,Latin America,0,0,31,CO,CO,4,4,8,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1983,0,0,0,0,0,1,GB,175,4,0-500,118,170,North America,North America,Europe,0.090909091,0.227272727,11,US,US,5,5,39,10,73.3,0.256410256,1.879487179,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,0,0,0,0,0,1,TR,1873,3,1500-2000,2001,NA,Asia,Asia,Asia,0,0,6,TR,TR,3,3,11,4,0,0.363636364,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2001,1,0,0,1,1,0,AU,217,4,0-500,304,217,Oceania,Oceania,Oceania,0,0,13,AU,AU,7,7,21,27,43.1,1.285714286,2.052380952,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2018,0,1,1,1,1,0,DE,226,4,0-500,226,226,Europe,Europe,Europe,0.222222222,0.677777778,9,DE,DE,4,4,4,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2021,1,0,0,0,0,1,IT,NA,6,>2000,300,300,Europe,Europe,Europe,0.25,0.95,8,IT,IT,6,8,1,2,6.7,2,6.7,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,1,1,1,1,1,0,IT,115,8,0-500,115,115,Europe,Europe,Europe,0,0,6,IT,IT,8,8,3,1,3.8,0.333333333,1.266666667,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2021,0,0,0,0,0,1,US,409,7,0-500,261,1,North America,North America,North America,0,0,36,US,US,1,6,1,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,0,0,0,0,1,DE,163,4,0-500,19,43,North America,North America,Europe,0.2,0,10,US,US,4,4,8,17,70.4,2.125,8.8,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,0,0,0,0,0,1,PT,NA,6,>2000,1281,247,Europe,Europe,Europe,0,0,6,PT,PT,6,6,3,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,0,0,0,0,0,1,KR,NA,4,>2000,129,89,Asia,Europe,Asia,0.090909091,0.172727273,11,KR,NL,1,3,2,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,0,0,0,0,0,1,TH,NA,9,>2000,1190,93,Asia,Asia,Asia,0,0,4,TH,CN,1,1,15,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,1,0,0,0,0,1,US,NA,7,>2000,2001,119,North America,North America,North America,0.230769231,0.246153846,13,US,US,5,7,9,5,259.9,0.555555556,28.87777778,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2007,0,1,1,1,1,0,CN,1726,4,1500-2000,1726,1726,Asia,Asia,Asia,0,0,7,CN,CN,4,4,15,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2016,0,0,0,0,0,1,BD,2001,8,>2000,NA,1251,Asia,Asia,Asia,0.5,0,14,BD,BD,8,5,6,5,0,0.833333333,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,0,0,0,1,1,0,US,78,4,0-500,16,78,North America,North America,North America,0.666666667,3.188888889,9,US,US,7,4,12,40,259.4,3.333333333,21.61666667,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2008,1,0,0,0,0,1,CN,673,4,500-1000,93,93,Asia,Asia,Asia,0,0,9,CN,CN,4,4,14,5,47,0.357142857,3.357142857,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1998,1,0,0,1,1,0,GB,63,8,0-500,146,1239,Europe,Europe,Europe,0,0,7,GB,GB,7,7,24,69,337.9,2.875,14.07916667,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2009,0,0,0,0,0,1,BR,NA,4,>2000,583,583,Latin America,Latin America,Latin America,0.083333333,0,12,BR,BR,6,6,13,2,0,0.153846154,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,1,0,0,0,0,1,US,1393,6,1000-1500,6,16,North America,North America,North America,0,0,23,US,US,3,5,5,3,0,0.6,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2005,0,0,0,0,0,1,NG,NA,3,>2000,2001,653,Africa,Europe,Africa,0,0,4,NG,GB,3,3,17,3,18,0.176470588,1.058823529,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1990,0,0,0,0,0,1,US,409,4,0-500,63,19,North America,North America,North America,0,0,16,US,US,4,4,32,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,PH,NA,6,>2000,2001,653,Asia,Europe,Asia,0.222222222,0.455555556,9,PH,GB,6,6,4,9,19.4,2.25,4.85,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,1,0,0,0,0,1,ES,NA,6,>2000,212,143,Europe,Europe,Europe,1.111111111,1.844444444,9,DE,ES,6,6,7,3,15.9,0.428571429,2.271428571,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1997,0,0,0,0,0,1,US,6,7,0-500,1184,119,North America,North America,North America,0.266666667,0.206666667,15,US,US,6,7,25,209,1109.6,8.36,44.384,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,0,0,0,0,1,PK,2001,8,>2000,1140,2001,Asia,Asia,Asia,0.3,1.13,10,PK,PK,4,4,6,1,4.4,0.166666667,0.733333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,0,0,0,0,0,1,PK,441,8,0-500,807,633,Asia,Europe,Asia,0,0,14,PK,GB,8,8,11,10,41.6,0.909090909,3.781818182,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,1,1,1,1,0,ZA,304,5,0-500,304,304,Africa,Africa,Africa,0,0,9,ZA,ZA,6,6,6,8,6.4,1.333333333,1.066666667,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2013,1,0,0,0,0,1,GB,295,2,0-500,295,295,Europe,Europe,Europe,0,0,9,GB,GB,2,2,9,7,3.4,0.777777778,0.377777778,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,1,0,0,0,0,1,CN,1113,7,1000-1500,194,194,Asia,Asia,Asia,0,0,15,CN,CN,6,8,4,2,11.6,0.5,2.9,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,0,0,0,0,0,1,US,32,7,0-500,98,74,North America,North America,North America,0.933333333,1.546666667,15,US,US,4,4,2,3,11.7,1.5,5.85,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1986,0,0,0,0,0,1,FR,NA,7,>2000,43,1101,North America,North America,Europe,0,0,10,US,US,1,6,36,4,0,0.111111111,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2006,0,0,0,0,0,1,CO,NA,4,>2000,1422,NA,Latin America,Latin America,Latin America,0,0,10,CO,CO,4,11,16,2,0,0.125,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2002,0,0,1,0,1,0,US,710,4,500-1000,710,4,North America,North America,North America,0,0,13,US,US,4,4,20,1,0,0.05,0,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2006,1,0,0,0,0,1,IR,NA,6,>2000,NA,NA,Asia,Asia,Asia,0,0,4,IR,IR,6,5,16,1,0,0.0625,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,1,0,0,0,0,1,TR,NA,3,>2000,2001,43,Asia,North America,Asia,0.357142857,0,14,TR,US,3,1,8,11,13.9,1.375,1.7375,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2005,1,0,0,0,0,1,US,67,4,0-500,118,10,North America,North America,North America,0,0,10,US,US,4,4,17,7,28.4,0.411764706,1.670588235,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,0,0,1,CN,NA,8,>2000,1218,NA,Asia,Asia,Asia,1,5.07,10,CN,CN,4,8,6,47,273,7.833333333,45.5,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,1,0,0,0,0,1,RW,2001,5,>2000,2001,814,North America,Europe,Africa,0,0,5,US,GB,8,5,10,3,12.7,0.3,1.27,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2008,1,0,0,0,0,1,GB,8,4,0-500,1346,732,Latin America,Europe,Europe,0,0,4,CO,GB,8,6,14,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2011,1,0,0,0,0,1,CN,NA,4,>2000,39,39,Asia,Asia,Asia,0.111111111,0.544444444,9,CN,CN,4,4,11,34,107.7,3.090909091,9.790909091,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2012,0,1,1,1,1,0,ES,531,11,500-1000,531,531,Europe,Europe,Europe,1.571428571,0.028571429,7,ES,ES,11,11,10,8,0.2,0.8,0.02,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2005,0,1,1,1,1,0,GB,33,7,0-500,33,33,Europe,Europe,Europe,0,0,10,GB,GB,7,7,17,22,35.05,1.294117647,2.061764706,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2010,0,0,0,1,1,0,KE,2001,6,>2000,2001,2001,Africa,Africa,Africa,0,0,16,KE,KE,6,6,12,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2005,1,0,0,0,0,1,CN,531,4,500-1000,540,1136,Asia,North America,Asia,0,0,15,CN,US,4,4,17,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1997,0,0,0,0,0,1,GB,8,5,0-500,551,8,Europe,Europe,Europe,1,1.075,8,IE,GB,5,5,25,60,144.2,2.4,5.768,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,1,0,0,1,1,0,US,750,4,500-1000,920,750,North America,North America,North America,1.076923077,5.915384615,13,US,US,4,4,4,3,16,0.75,4,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2002,0,1,1,1,1,0,PT,202,9,0-500,202,202,Europe,Europe,Europe,0,0,10,PT,PT,9,9,20,1,0,0.05,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2008,1,0,0,0,0,1,ZA,244,1,0-500,935,244,Africa,Africa,Africa,0,0,12,ZA,ZA,1,1,14,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2012,0,0,0,0,0,1,BR,294,7,0-500,1452,1452,Latin America,Latin America,Latin America,1.375,1.4375,8,BR,BR,7,7,10,34,110.5,3.4,11.05,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,0,0,0,1,1,0,US,167,7,0-500,409,167,North America,North America,North America,0.090909091,0,11,US,US,3,3,9,7,30.1,0.777777778,3.344444444,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2003,1,0,0,1,1,0,PT,NA,4,>2000,247,NA,Europe,Europe,Europe,0.857142857,0.792857143,14,PT,PT,7,7,19,8,2.8,0.421052632,0.147368421,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2007,1,0,0,0,0,1,FR,NA,6,>2000,NA,NA,Europe,Europe,Europe,0,0,12,FR,FR,5,7,15,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2021,0,0,0,1,1,0,GB,5,4,0-500,8,5,Europe,Europe,Europe,0.375,2.075,8,GB,GB,7,7,1,1,8.8,1,8.8,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2010,0,0,0,0,0,1,CN,342,6,0-500,102,322,Asia,North America,Asia,0,0,16,CN,US,8,4,12,17,70.2,1.416666667,5.85,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,0,0,0,0,0,1,IT,NA,4,>2000,209,149,Europe,Europe,Europe,0.133333333,0.74,15,IT,DE,6,6,2,3,4.8,1.5,2.4,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,1,0,0,0,0,1,MY,547,8,500-1000,1155,NA,Asia,Europe,Asia,1.333333333,1.061904762,21,LK,SE,4,5,12,117,342.4,9.75,28.53333333,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,1,0,1,0,1,0,CL,314,2,0-500,314,4,Latin America,North America,Latin America,0,0,19,CL,US,2,2,6,2,0,0.333333333,0,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2016,0,0,0,0,0,1,BD,NA,8,>2000,807,209,Asia,Oceania,Asia,0,0,8,BD,AU,8,4,6,7,56.6,1.166666667,9.433333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,1,0,1,0,1,0,BR,1868,7,1500-2000,1868,413,Latin America,Latin America,Latin America,0,0,11,BR,BR,7,7,12,0,0,0,0,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2021,0,0,0,0,0,1,BE,95,7,0-500,86,86,Europe,Europe,Europe,1.181818182,6.427272727,11,ES,ES,6,4,1,2,19.2,2,19.2,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1985,0,0,0,1,1,0,BR,468,4,0-500,468,1750,Latin America,Latin America,Latin America,0,0,6,BR,BR,7,7,37,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2012,1,0,0,0,0,1,IN,1647,4,1500-2000,2001,30,Asia,Asia,Asia,0,0,6,IN,SG,4,8,10,14,46.2,1.4,4.62,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1991,0,0,0,0,0,1,US,710,6,500-1000,1617,80,North America,North America,North America,0.125,0,8,US,US,6,6,31,11,0.8,0.35483871,0.025806452,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,1,0,0,0,0,1,SA,1726,1,1500-2000,1726,277,Asia,Europe,Asia,0,0,5,SA,GB,1,1,10,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1999,0,0,0,0,0,1,VE,NA,6,>2000,695,16,Latin America,North America,Latin America,0,0,14,VE,US,1,4,23,58,28.3,2.52173913,1.230434783,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2022,0,0,0,0,0,1,US,1561,6,1500-2000,180,263,North America,North America,North America,0,0,15,US,US,6,4,0,0,0,NA,NA,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,0,0,0,0,1,IN,NA,8,>2000,NA,2001,Asia,Asia,Asia,0,0,8,IN,IN,8,8,8,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,0,0,0,0,1,MR,NA,7,>2000,48,48,Europe,Europe,Africa,0.25,0.908333333,12,FR,FR,6,7,6,1,1.7,0.166666667,0.283333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,1,0,0,0,0,1,BR,2001,7,>2000,977,618,Latin America,Latin America,Latin America,0,0,11,BR,BR,7,7,3,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,0,0,0,0,0,1,ZA,NA,4,>2000,717,421,Asia,Africa,Africa,1.363636364,2.381818182,11,IN,ZA,4,4,4,22,127.5,5.5,31.875,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1992,1,0,1,0,1,0,UY,NA,2,>2000,NA,NA,Latin America,Latin America,Latin America,0,0,5,UY,MX,2,1,30,2,0,0.066666667,0,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2012,1,1,1,1,1,0,FI,342,4,0-500,342,342,Europe,Europe,Europe,0.363636364,0,11,FI,FI,3,4,10,48,165.4,4.8,16.54,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2016,0,1,1,1,1,0,GB,2001,7,>2000,2001,2001,Europe,Europe,Europe,0,0,10,GB,GB,6,6,6,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2014,1,0,0,0,0,1,ES,2001,3,>2000,NA,NA,Europe,Europe,Europe,0,0,7,ES,ES,3,3,8,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2008,0,0,0,0,0,1,US,19,4,0-500,653,54,North America,North America,North America,0.111111111,0.277777778,9,CA,CA,4,4,14,15,61.1,1.071428571,4.364285714,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2002,1,0,0,0,0,1,ID,1447,8,1000-1500,NA,NA,Asia,Europe,Asia,0,0,9,ID,FR,7,2,20,19,0,0.95,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,1,0,0,1,1,0,KR,1140,4,1000-1500,1849,1140,Asia,Asia,Asia,0.090909091,0,11,CN,KR,7,7,8,4,0,0.5,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2019,0,0,1,0,1,0,GB,146,7,0-500,27,129,Oceania,Europe,Europe,1.666666667,6.985714286,21,AU,GB,6,6,3,25,166,8.333333333,55.33333333,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2013,0,0,0,0,0,1,US,165,7,0-500,2001,43,North America,North America,North America,0.444444444,0,9,US,US,3,3,9,6,28.6,0.666666667,3.177777778,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,1,0,1,0,1,0,US,779,4,500-1000,779,116,North America,North America,North America,1.375,9.45625,16,US,US,4,4,6,16,68.7,2.666666667,11.45,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2019,1,0,0,1,1,0,US,73,4,0-500,2001,73,North America,North America,North America,0.2,0,10,US,US,8,4,3,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2014,0,0,0,0,0,1,BR,NA,6,>2000,1431,1431,Latin America,Latin America,Latin America,0,0,4,BR,BR,7,7,8,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2006,0,0,0,1,1,0,MY,992,6,500-1000,452,992,Oceania,Asia,Asia,NA,NA,.,AU,MY,6,6,16,6,10.4,0.375,0.65,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
1999,0,1,1,1,1,0,ES,337,4,0-500,337,337,Europe,Europe,Europe,0.111111111,0,18,ES,ES,6,4,23,33,2,1.434782609,0.086956522,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2006,1,1,1,1,1,0,ES,1225,7,1000-1500,1225,1225,Europe,Europe,Europe,0.357142857,0,14,ES,ES,6,6,16,29,20.5,1.8125,1.28125,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2016,0,0,0,0,0,1,CN,NA,6,>2000,759,547,Asia,Asia,Asia,0,0,7,CN,MY,3,9,6,4,5.2,0.666666667,0.866666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,1,0,0,0,0,1,US,156,4,0-500,23,16,Asia,North America,North America,0.615384615,2.561538462,13,CN,US,8,8,10,27,340,2.7,34,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2009,0,0,0,0,0,1,FR,NA,4,>2000,1821,605,Asia,Asia,Europe,0.307692308,1.361538462,13,IN,IN,8,8,13,16,50.3,1.230769231,3.869230769,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1997,1,0,1,0,1,0,VN,889,8,500-1000,889,37,Asia,Oceania,Asia,0,0,5,VN,AU,8,8,25,0,0,0,0,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
